word,pos,CEFR-J level,exact asset exists,already in curated dictionary,already found by open-world discovery
sure,adjective,A1,no,no,no
sweet,adjective,A1,no,no,no
tall,adjective,A1,no,no,no
terrible,adjective,A1,no,no,no
thick,adjective,A1,no,no,no
thin,adjective,A1,no,no,no
tight,adjective,A1,no,no,no
tired,adjective,A1,yes,no,no
true,adjective,A1,no,no,no
ugly,adjective,A1,no,no,no
warm,adjective,A1,no,no,no
well,adjective,A1,yes,yes,no
white,adjective,A1,no,no,no
wonderful,adjective,A1,no,no,no
wrong,adjective,A1,no,no,no
yellow,adjective,A1,no,no,no
young,adjective,A1,no,no,no
acceptable,adjective,A2,no,no,no
additional,adjective,A2,no,no,no
adult,adjective,A2,no,no,no
advanced,adjective,A2,no,no,no
aged,adjective,A2,no,no,no
alive,adjective,A2,no,no,no
alone,adjective,A2,no,no,no
alright,adjective,A2,no,no,no
amused,adjective,A2,no,no,no
ancient,adjective,A2,no,no,no
annoying,adjective,A2,no,no,no
anxious,adjective,A2,yes,no,no
appropriate,adjective,A2,no,no,no
armed,adjective,A2,no,no,no
artificial,adjective,A2,no,no,no
asleep,adjective,A2,no,no,no
assistant,adjective,A2,no,no,no
attractive,adjective,A2,no,no,no
audio,adjective,A2,no,no,no
automatic,adjective,A2,no,no,no
average,adjective,A2,no,no,no
awful,adjective,A2,no,no,no
back,adjective,A2,no,no,no
basic,adjective,A2,no,no,no
blonde,adjective,A2,no,no,no
boiled,adjective,A2,no,no,no
bored,adjective,A2,yes,no,no
brave,adjective,A2,no,no,no
brilliant,adjective,A2,no,no,no
certain,adjective,A2,no,no,no
cheap,adjective,A2,no,no,no
chemical,adjective,A2,no,no,no
classic,adjective,A2,no,no,no
clear,adjective,A2,no,no,no
colorful,adjective,A2,no,no,no
comfortable,adjective,A2,no,no,no
comic,adjective,A2,yes,no,no
common,adjective,A2,no,no,no
complete,adjective,A2,no,no,no
confident,adjective,A2,yes,no,no
confused,adjective,A2,yes,no,no
convenient,adjective,A2,no,no,no
crazy,adjective,A2,no,no,no
cream,adjective,A2,yes,yes,no
creative,adjective,A2,no,no,no
crowded,adjective,A2,no,no,no
daily,adjective,A2,no,no,no
dangerous,adjective,A2,no,no,no
dead,adjective,A2,no,no,no
developed,adjective,A2,no,no,no
direct,adjective,A2,no,no,no
disappointed,adjective,A2,yes,no,no
disappointing,adjective,A2,no,no,no
dishonest,adjective,A2,no,no,no
dizzy,adjective,A2,no,no,no
double,adjective,A2,no,no,no
dressed,adjective,A2,no,no,no
early,adjective,A2,no,no,no
east,adjective,A2,no,no,no
educational,adjective,A2,no,no,no
elderly,adjective,A2,no,no,no
electric,adjective,A2,no,no,no
embarrassing,adjective,A2,no,no,no
empty,adjective,A2,yes,no,no
endangered,adjective,A2,no,no,no
energetic,adjective,A2,no,no,no
enormous,adjective,A2,no,no,no
extra,adjective,A2,no,no,no
familiar,adjective,A2,no,no,no
fancy,adjective,A2,no,no,no
fantastic,adjective,A2,no,no,no
fascinating,adjective,A2,no,no,no
female,adjective,A2,no,no,no
final,adjective,A2,no,no,no
fit,adjective,A2,no,no,no
frank,adjective,A2,no,no,no
fresh,adjective,A2,no,no,no
fried,adjective,A2,no,no,no
frightened,adjective,A2,no,no,no
frightening,adjective,A2,no,no,no
further,adjective,A2,no,no,no
gentle,adjective,A2,no,no,no
given,adjective,A2,no,no,no
golden,adjective,A2,no,no,no
good-looking,adjective,A2,no,no,no
grateful,adjective,A2,no,no,no
greedy,adjective,A2,no,no,no
grilled,adjective,A2,no,no,no
half-price,adjective,A2,no,no,no
handicapped,adjective,A2,no,no,no
harmful,adjective,A2,no,no,no
helpful,adjective,A2,no,no,no
human,adjective,A2,no,no,no
ill,adjective,A2,no,no,no
illegal,adjective,A2,no,no,no
impatient,adjective,A2,no,no,no
impossible,adjective,A2,no,no,no
indoor,adjective,A2,no,no,no
inexpensive,adjective,A2,no,no,no
inner,adjective,A2,no,no,no
instant,adjective,A2,no,no,no
intelligent,adjective,A2,no,no,no
international,adjective,A2,no,no,no
junior,adjective,A2,no,no,no
kind,adjective,A2,no,no,no
kindly,adjective,A2,no,no,no
latest,adjective,A2,no,no,no
left-hand,adjective,A2,no,no,no
likely,adjective,A2,no,no,no
lively,adjective,A2,no,no,no
local,adjective,A2,no,no,no
logical,adjective,A2,no,no,no
loose,adjective,A2,no,no,no
lost,adjective,A2,no,no,no
low,adjective,A2,no,no,no
lyric,adjective,A2,no,no,no
mad,adjective,A2,no,no,no
magic,adjective,A2,no,no,no
major,adjective,A2,no,no,no
married,adjective,A2,no,no,no
marvelous,adjective,A2,no,no,no
mean,adjective,A2,no,no,no
medical,adjective,A2,no,no,no
military,adjective,A2,no,no,no
missing,adjective,A2,no,no,no
mobile,adjective,A2,yes,no,no
modern,adjective,A2,no,no,no
musical,adjective,A2,no,no,no
mysterious,adjective,A2,no,no,no
national,adjective,A2,no,no,no
native,adjective,A2,no,no,no
natural,adjective,A2,no,no,no
necessary,adjective,A2,no,no,no
negative,adjective,A2,no,no,no
nervous,adjective,A2,yes,no,no
net,adjective,A2,yes,yes,yes
noisy,adjective,A2,no,no,no
normal,adjective,A2,no,no,no
north,adjective,A2,no,no,no
official,adjective,A2,no,no,no
olympic,adjective,A2,no,no,no
online,adjective,A2,no,no,no
opposite,adjective,A2,no,no,no
organized,adjective,A2,no,no,no
original,adjective,A2,no,no,no
overweight,adjective,A2,no,no,no
pacific,adjective,A2,no,no,no
peaceful,adjective,A2,no,no,no
perfect,adjective,A2,no,no,no
physical,adjective,A2,no,no,no
plastic,adjective,A2,no,no,no
playful,adjective,A2,no,no,no
pleasant,adjective,A2,no,no,no
pleased,adjective,A2,no,no,no
pleasing,adjective,A2,no,no,no
polite,adjective,A2,no,no,no
political,adjective,A2,no,no,no
popular,adjective,A2,no,no,no
possible,adjective,A2,no,no,no
powerful,adjective,A2,no,no,no
precise,adjective,A2,no,no,no
principal,adjective,A2,no,no,no
private,adjective,A2,no,no,no
professional,adjective,A2,no,no,no
progressive,adjective,A2,no,no,no
proper,adjective,A2,no,no,no
purple,adjective,A2,no,no,no
quick,adjective,A2,no,no,no
raw,adjective,A2,no,no,no
recent,adjective,A2,no,no,no
regular,adjective,A2,no,no,no
relaxed,adjective,A2,no,no,no
remote,adjective,A2,no,no,no
retired,adjective,A2,no,no,no
right-hand,adjective,A2,no,no,no
romantic,adjective,A2,no,no,no
royal,adjective,A2,no,no,no
safe,adjective,A2,yes,no,no
sandy,adjective,A2,no,no,no
scientific,adjective,A2,no,no,no
senior,adjective,A2,no,no,no
separate,adjective,A2,no,no,no
significant,adjective,A2,no,no,no
silly,adjective,A2,no,no,no
silver,adjective,A2,no,no,no
similar,adjective,A2,no,no,no
simple,adjective,A2,no,no,no
single,adjective,A2,no,no,no
singular,adjective,A2,no,no,no
sleepless,adjective,A2,no,no,no
sleepy,adjective,A2,yes,no,no
slim,adjective,A2,no,no,no
smooth,adjective,A2,no,no,no
soft,adjective,A2,no,no,no
south,adjective,A2,no,no,no
specific,adjective,A2,no,no,no
split,adjective,A2,yes,no,no
square,adjective,A2,no,no,yes
straight,adjective,A2,no,no,no
sudden,adjective,A2,no,no,no
suitable,adjective,A2,no,no,no
surprised,adjective,A2,yes,no,no
surprising,adjective,A2,no,no,no
teenage,adjective,A2,no,no,no
terrorist,adjective,A2,no,no,no
third,adjective,A2,no,no,no
thirsty,adjective,A2,yes,no,no
tidy,adjective,A2,yes,no,no
traditional,adjective,A2,no,no,no
uncertain,adjective,A2,no,no,no
uncomfortable,adjective,A2,no,no,no
underwater,adjective,A2,no,no,no
uneasy,adjective,A2,no,no,no
unfair,adjective,A2,no,no,no
unforgettable,adjective,A2,no,no,no
unhappy,adjective,A2,no,no,no
unhealthy,adjective,A2,no,no,no
uniform,adjective,A2,yes,yes,no
unimportant,adjective,A2,no,no,no
unknown,adjective,A2,no,no,no
unlike,adjective,A2,no,no,no
unnecessary,adjective,A2,no,no,no
unpleasant,adjective,A2,no,no,no
unusual,adjective,A2,no,no,no
upset,adjective,A2,no,no,no
used,adjective,A2,no,no,no
useful,adjective,A2,no,no,no
usual,adjective,A2,no,no,no
violent,adjective,A2,no,no,no
weak,adjective,A2,no,no,no
weekly,adjective,A2,no,no,no
well-known,adjective,A2,no,no,no
west,adjective,A2,no,no,no
wet,adjective,A2,no,no,no
whole,adjective,A2,no,no,no
wide,adjective,A2,no,no,no
wild,adjective,A2,no,no,no
windy,adjective,A2,yes,yes,no
wise,adjective,A2,no,no,no
wooden,adjective,A2,no,no,no
worried,adjective,A2,yes,no,no
worse,adjective,A2,no,no,no
worst,adjective,A2,no,no,no
able,adjective,B1,no,no,no
abnormal,adjective,B1,no,no,no
above,adjective,B1,no,no,no
absent,adjective,B1,no,no,no
absolute,adjective,B1,no,no,no
abstract,adjective,B1,no,no,no
abundant,adjective,B1,yes,no,no
academic,adjective,B1,no,no,no
accessible,adjective,B1,no,no,no
accidental,adjective,B1,no,no,no
accurate,adjective,B1,no,no,no
active,adjective,B1,no,no,no
adorable,adjective,B1,no,no,no
adverbial,adjective,B1,no,no,no
aggressive,adjective,B1,no,no,no
agricultural,adjective,B1,no,no,no
alcoholic,adjective,B1,no,no,no
alike,adjective,B1,no,no,no
allergic,adjective,B1,no,no,no
alternative,adjective,B1,no,no,no
amazed,adjective,B1,no,no,no
amazing,adjective,B1,no,no,no
ambitious,adjective,B1,no,no,no
amusing,adjective,B1,no,no,no
animated,adjective,B1,no,no,no
annoyed,adjective,B1,no,no,no
annual,adjective,B1,no,no,no
anti,adjective,B1,no,no,no
apparent,adjective,B1,no,no,no
artistic,adjective,B1,no,no,no
ashamed,adjective,B1,no,no,no
athletic,adjective,B1,no,no,no
atlantic,adjective,B1,no,no,no
atomic,adjective,B1,no,no,no
auxiliary,adjective,B1,no,no,no
available,adjective,B1,no,no,no
aware,adjective,B1,no,no,no
awesome,adjective,B1,no,no,no
awkward,adjective,B1,no,no,no
bald,adjective,B1,no,no,no
bare,adjective,B1,no,no,no
beloved,adjective,B1,no,no,no
bent,adjective,B1,no,no,no
bilingual,adjective,B1,no,no,no
bitter,adjective,B1,no,no,no
blind,adjective,B1,no,no,no
bold,adjective,B1,no,no,no
bound,adjective,B1,no,no,no
brand-new,adjective,B1,no,no,no
breathless,adjective,B1,no,no,no
brief,adjective,B1,no,no,no
broad,adjective,B1,no,no,no
burning,adjective,B1,no,no,no
calm,adjective,B1,yes,no,no
canned,adjective,B1,no,no,no
capable,adjective,B1,no,no,no
careless,adjective,B1,no,no,no
casual,adjective,B1,no,no,no
cautious,adjective,B1,no,no,no
central,adjective,B1,no,no,no
challenging,adjective,B1,no,no,no
cheerful,adjective,B1,yes,no,no
chief,adjective,B1,no,no,no
christian,adjective,B1,no,no,no
chronological,adjective,B1,no,no,no
circular,adjective,B1,no,no,no
civil,adjective,B1,no,no,no
classical,adjective,B1,no,no,no
coastal,adjective,B1,no,no,no
commercial,adjective,B1,no,no,no
competitive,adjective,B1,no,no,no
complex,adjective,B1,no,no,no
complicated,adjective,B1,no,no,no
concerned,adjective,B1,no,no,no
confusing,adjective,B1,no,no,no
conscious,adjective,B1,no,no,no
conservative,adjective,B1,no,no,no
considerable,adjective,B1,no,no,no
continual,adjective,B1,no,no,no
continuous,adjective,B1,no,no,no
contrary,adjective,B1,no,no,no
controversial,adjective,B1,no,no,no
countless,adjective,B1,no,no,no
courageous,adjective,B1,no,no,no
critical,adjective,B1,no,no,no
cruel,adjective,B1,no,no,no
cultural,adjective,B1,no,no,no
curious,adjective,B1,no,no,no
curly,adjective,B1,no,no,no
current,adjective,B1,no,no,no
damaged,adjective,B1,no,no,no
damp,adjective,B1,no,no,no
deadly,adjective,B1,no,no,no
deaf,adjective,B1,no,no,no
definite,adjective,B1,no,no,no
delicate,adjective,B1,no,no,no
delighted,adjective,B1,no,no,no
delightful,adjective,B1,no,no,no
democratic,adjective,B1,no,no,no
dependent,adjective,B1,no,no,no
depressed,adjective,B1,no,no,no
depressing,adjective,B1,no,no,no
desperate,adjective,B1,no,no,no
destructive,adjective,B1,no,no,no
devastating,adjective,B1,no,no,no
digital,adjective,B1,no,no,no
diligent,adjective,B1,no,no,no
disabled,adjective,B1,no,no,no
disastrous,adjective,B1,no,no,no
disgusting,adjective,B1,no,no,no
distant,adjective,B1,no,no,no
diverse,adjective,B1,no,no,no
divine,adjective,B1,no,no,no
divorced,adjective,B1,no,no,no
downstairs,adjective,B1,no,no,no
downward,adjective,B1,no,no,no
dramatic,adjective,B1,no,no,no
drunk,adjective,B1,no,no,no
dull,adjective,B1,no,no,no
dusty,adjective,B1,no,no,no
duty-free,adjective,B1,no,no,yes
eager,adjective,B1,no,no,no
earnest,adjective,B1,no,no,no
eastern,adjective,B1,no,no,no
easygoing,adjective,B1,no,no,no
ecological,adjective,B1,no,no,no
economic,adjective,B1,no,no,no
effective,adjective,B1,no,no,no
efficient,adjective,B1,no,no,no
electrical,adjective,B1,no,no,no
electronic,adjective,B1,no,no,no
embarrassed,adjective,B1,yes,no,no
emotional,adjective,B1,no,no,no
encouraging,adjective,B1,no,no,no
endless,adjective,B1,no,no,no
engaged,adjective,B1,no,no,no
enjoyable,adjective,B1,no,no,no
enthusiastic,adjective,B1,no,no,no
entire,adjective,B1,no,no,no
environmental,adjective,B1,no,no,no
equal,adjective,B1,no,no,no
essential,adjective,B1,no,no,no
eternal,adjective,B1,no,no,no
even,adjective,B1,no,no,no
evident,adjective,B1,no,no,no
exact,adjective,B1,no,no,no
exclusive,adjective,B1,no,no,no
exhausted,adjective,B1,no,no,no
experienced,adjective,B1,no,no,no
extinct,adjective,B1,yes,yes,no
extraordinary,adjective,B1,no,no,no
extreme,adjective,B1,no,no,no
face-to-face,adjective,B1,no,no,no
faint,adjective,B1,no,no,no
faithful,adjective,B1,no,no,no
fake,adjective,B1,no,no,no
fallen,adjective,B1,no,no,no
faraway,adjective,B1,no,no,no
fashionable,adjective,B1,no,no,no
favorable,adjective,B1,no,no,no
festive,adjective,B1,no,no,no
financial,adjective,B1,no,no,no
firm,adjective,B1,no,no,no
first-floor,adjective,B1,no,no,no
flash,adjective,B1,yes,yes,no
flat,adjective,B1,no,no,no
fluent,adjective,B1,no,no,no
fond,adjective,B1,no,no,no
foolish,adjective,B1,no,no,no
forbidden,adjective,B1,no,no,no
formal,adjective,B1,no,no,no
former,adjective,B1,no,no,no
fortunate,adjective,B1,no,no,no
freezing,adjective,B1,no,no,no
frequent,adjective,B1,no,no,no
frozen,adjective,B1,no,no,no
frustrated,adjective,B1,yes,no,no
full-time,adjective,B1,no,no,no
future,adjective,B1,no,no,no
gay,adjective,B1,no,no,no
general,adjective,B1,no,no,no
generous,adjective,B1,no,no,no
genetic,adjective,B1,no,no,no
geographical,adjective,B1,no,no,no
giant,adjective,B1,no,no,no
gifted,adjective,B1,no,no,no
global,adjective,B1,no,no,no
glorious,adjective,B1,no,no,no
gorgeous,adjective,B1,no,no,no
graceful,adjective,B1,no,no,no
graphic,adjective,B1,no,no,no
guilty,adjective,B1,no,no,no
hand-held,adjective,B1,no,no,no
handy,adjective,B1,no,no,no
hanging,adjective,B1,no,no,no
hard-working,adjective,B1,no,no,no
hasty,adjective,B1,no,no,no
healing,adjective,B1,no,no,no
hearted,adjective,B1,no,no,no
hearty,adjective,B1,no,no,no
heavenly,adjective,B1,no,no,no
helpless,adjective,B1,no,no,no
hidden,adjective,B1,no,no,no
historic,adjective,B1,no,no,no
historical,adjective,B1,no,no,no
holy,adjective,B1,no,no,no
homeless,adjective,B1,no,no,no
honest,adjective,B1,no,no,no
hopeful,adjective,B1,no,no,no
hopeless,adjective,B1,no,no,no
horrible,adjective,B1,no,no,no
huge,adjective,B1,yes,no,no
humid,adjective,B1,no,no,no
humorous,adjective,B1,no,no,no
hurt,adjective,B1,yes,no,no
imaginary,adjective,B1,no,no,no
immediate,adjective,B1,no,no,no
impressive,adjective,B1,no,no,no
improper,adjective,B1,no,no,no
inconvenient,adjective,B1,no,no,no
incorrect,adjective,B1,no,no,no
incredible,adjective,B1,no,no,no
independent,adjective,B1,no,no,no
indirect,adjective,B1,no,no,no
individual,adjective,B1,no,no,no
industrial,adjective,B1,no,no,no
inevitable,adjective,B1,no,no,no
informative,adjective,B1,no,no,no
innermost,adjective,B1,no,no,no
innocent,adjective,B1,no,no,no
insane,adjective,B1,no,no,no
intense,adjective,B1,no,no,no
intensive,adjective,B1,no,no,no
intermediate,adjective,B1,no,no,no
internal,adjective,B1,no,no,no
involved,adjective,B1,no,no,no
irregular,adjective,B1,no,no,no
jealous,adjective,B1,no,no,no
joint,adjective,B1,no,no,no
juicy,adjective,B1,no,no,no
lasting,adjective,B1,no,no,no
lawful,adjective,B1,no,no,no
lead,adjective,B1,yes,no,no
leading,adjective,B1,no,no,no
lean,adjective,B1,yes,no,no
legal,adjective,B1,no,no,no
level,adjective,B1,yes,no,yes
lifelong,adjective,B1,no,no,no
limited,adjective,B1,no,no,no
liquid,adjective,B1,no,no,no
literary,adjective,B1,no,no,no
live,adjective,B1,no,no,no
loud,adjective,B1,no,no,no
loyal,adjective,B1,no,no,no
magical,adjective,B1,no,no,no
magnificent,adjective,B1,no,no,no
main,adjective,B1,no,no,no
male,adjective,B1,no,no,no
marine,adjective,B1,no,no,no
marked,adjective,B1,no,no,no
mass,adjective,B1,no,no,no
massive,adjective,B1,no,no,no
maximum,adjective,B1,no,no,no
meaningful,adjective,B1,no,no,no
mechanical,adjective,B1,no,no,no
medium,adjective,B1,no,no,no
memorable,adjective,B1,no,no,no
mental,adjective,B1,no,no,no
mere,adjective,B1,no,no,no
messy,adjective,B1,no,no,no
middle-aged,adjective,B1,no,no,no
mild,adjective,B1,no,no,no
minimum,adjective,B1,no,no,no
minor,adjective,B1,no,no,no
miserable,adjective,B1,no,no,no
misty,adjective,B1,no,no,no
model,adjective,B1,no,no,no
moderate,adjective,B1,no,no,no
monthly,adjective,B1,no,no,no
motionless,adjective,B1,no,no,no
mutual,adjective,B1,no,no,no
naked,adjective,B1,no,no,no
narrative,adjective,B1,no,no,no
narrow,adjective,B1,no,no,no
nasty,adjective,B1,no,no,no
navy blue,adjective,B1,no,no,no
near,adjective,B1,no,no,no
nearby,adjective,B1,no,no,no
neutral,adjective,B1,no,no,no
newborn,adjective,B1,no,no,no
next-door,adjective,B1,no,no,no
northeast,adjective,B1,no,no,no
northeastern,adjective,B1,no,no,no
northern,adjective,B1,no,no,no
northwest,adjective,B1,no,no,no
northwestern,adjective,B1,no,no,no
noticeable,adjective,B1,no,no,no
notorious,adjective,B1,no,no,no
nuclear,adjective,B1,no,no,no
numerous,adjective,B1,no,no,no
nutritious,adjective,B1,no,no,no
obvious,adjective,B1,no,no,no
occasional,adjective,B1,no,no,no
offensive,adjective,B1,no,no,no
oily,adjective,B1,no,no,no
old-fashioned,adjective,B1,no,no,no
onstage,adjective,B1,no,no,no
orderly,adjective,B1,no,no,no
ordinary,adjective,B1,no,no,no
organic,adjective,B1,no,no,no
out-of-date,adjective,B1,no,no,no
outdoor,adjective,B1,no,no,no
outer,adjective,B1,no,no,no
outstanding,adjective,B1,no,no,no
outward,adjective,B1,no,no,no
overjoyed,adjective,B1,no,no,no
overnight,adjective,B1,no,no,no
overwhelming,adjective,B1,no,no,no
owing,adjective,B1,no,no,no
paid,adjective,B1,no,no,no
painful,adjective,B1,no,no,no
pale,adjective,B1,no,no,no
parental,adjective,B1,no,no,no
part-time,adjective,B1,no,no,no
partial,adjective,B1,no,no,no
passive,adjective,B1,no,no,no
past,adjective,B1,no,no,no
patient,adjective,B1,yes,yes,no
peculiar,adjective,B1,no,no,no
penniless,adjective,B1,no,no,no
permanent,adjective,B1,no,no,no
persuasive,adjective,B1,no,no,no
phantom,adjective,B1,no,no,no
plain,adjective,B1,no,no,no
poisonous,adjective,B1,no,no,no
positive,adjective,B1,no,no,no
possessive,adjective,B1,no,no,no
practical,adjective,B1,no,no,no
precious,adjective,B1,no,no,no
pregnant,adjective,B1,no,no,no
prepared,adjective,B1,no,no,no
preschool,adjective,B1,no,no,no
present,adjective,B1,yes,yes,no
previous,adjective,B1,no,no,no
primitive,adjective,B1,no,no,no
productive,adjective,B1,no,no,no
prominent,adjective,B1,no,no,no
prosperous,adjective,B1,no,no,no
protective,adjective,B1,no,no,no
proud,adjective,B1,yes,no,no
psychological,adjective,B1,no,no,no
public,adjective,B1,no,no,no
pure,adjective,B1,no,no,no
qualified,adjective,B1,no,no,no
quality,adjective,B1,no,no,no
racial,adjective,B1,no,no,no
rapid,adjective,B1,no,no,no
rare,adjective,B1,no,no,no
rational,adjective,B1,no,no,no
realistic,adjective,B1,no,no,no
reasonable,adjective,B1,no,no,no
recycled,adjective,B1,no,no,no
regional,adjective,B1,no,no,no
relative,adjective,B1,no,no,no
relaxing,adjective,B1,no,no,no
reliable,adjective,B1,no,no,no
religious,adjective,B1,no,no,no
remarkable,adjective,B1,no,no,no
resident,adjective,B1,no,no,no
residential,adjective,B1,no,no,no
respectable,adjective,B1,no,no,no
responsible,adjective,B1,no,no,no
ridiculous,adjective,B1,no,no,no
ripe,adjective,B1,no,no,no
rolling,adjective,B1,no,no,no
rotten,adjective,B1,no,no,no
rough,adjective,B1,no,no,no
round,adjective,B1,no,no,no
sacred,adjective,B1,no,no,no
satisfied,adjective,B1,no,no,no
scared,adjective,B1,yes,no,no
scary,adjective,B1,no,no,no
scenic,adjective,B1,no,no,no
second-hand,adjective,B1,no,no,no
secret,adjective,B1,no,no,no
secure,adjective,B1,no,no,no
select,adjective,B1,no,no,no
self-service,adjective,B1,no,no,no
selfish,adjective,B1,no,no,no
serious,adjective,B1,no,no,no
severe,adjective,B1,no,no,no
shadowy,adjective,B1,no,no,no
shallow,adjective,B1,no,no,no
shameful,adjective,B1,no,no,no
sharp,adjective,B1,no,no,no
sheer,adjective,B1,no,no,no
shiny,adjective,B1,no,no,no
shocked,adjective,B1,no,no,no
shocking,adjective,B1,no,no,no
shut,adjective,B1,no,no,no
silent,adjective,B1,no,no,no
solid,adjective,B1,no,no,no
sore,adjective,B1,no,no,no
sour,adjective,B1,no,no,no
southeast,adjective,B1,no,no,no
southern,adjective,B1,no,no,no
southwest,adjective,B1,no,no,no
spectacular,adjective,B1,no,no,no
spicy,adjective,B1,no,no,no
spiral,adjective,B1,no,no,no
spiritual,adjective,B1,no,no,no
sports,adjective,B1,yes,no,no
stable,adjective,B1,no,no,no
steady,adjective,B1,no,no,no
steep,adjective,B1,yes,no,no
sticky,adjective,B1,no,no,no
stormy,adjective,B1,no,no,no
strategic,adjective,B1,no,no,no
stressed,adjective,B1,no,no,no
stressful,adjective,B1,no,no,no
stricken,adjective,B1,no,no,no
stubborn,adjective,B1,no,no,no
stuck,adjective,B1,no,no,no
stuffed,adjective,B1,no,no,no
stunning,adjective,B1,no,no,no
stupid,adjective,B1,no,no,no
stylish,adjective,B1,no,no,no
subconscious,adjective,B1,no,no,no
substantial,adjective,B1,no,no,no
sufficient,adjective,B1,no,no,no
superior,adjective,B1,no,no,no
supportive,adjective,B1,no,no,no
surrounding,adjective,B1,no,no,no
swollen,adjective,B1,no,no,no
systematic,adjective,B1,no,no,no
talented,adjective,B1,no,no,no
talkative,adjective,B1,no,no,no
tasteless,adjective,B1,no,no,no
tasty,adjective,B1,no,no,no
technological,adjective,B1,no,no,no
temporary,adjective,B1,no,no,no
tense,adjective,B1,no,no,no
terrific,adjective,B1,no,no,no
terrified,adjective,B1,no,no,no
