asset_id,key,concept,major_family,live_vs_raw_harvest,source_bank,source_role,path,final_disposition,final_reason_codes,reason_codes,notes,final_review_follow_up,reviewed_from,repair_evidence_sheet,source_provenance
live:vocab:airguitar,airguitar,airguitar,vocab,live,07_vocab-pack,production_asset,public/assets/07_vocab-pack/img/airguitar.png,ART_REDO,"[""wrong_concept""]","[""wrong_concept""]","Shows harvesting vegetables into basket, labeled 'airguitar'.",,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-003.jpg,,"{""asset_id"": ""live:vocab:airguitar"", ""key"": ""airguitar"", ""concept"": ""airguitar"", ""source_bank"": ""07_vocab-pack"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/07_vocab-pack/img/airguitar.png"", ""expected_asset_type"": ""vocab_icon"", ""expected_background_mode"": ""icon_image"", ""expected_concept_word"": ""airguitar"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-003.jpg"", ""decision_source"": ""audit/visual-assets/decisions-vocab-001-075.jsonl"", ""sha256"": ""bd17ad87edded7b08be4463670b50aae46250628da43817144c5e7696a672289"", ""bytes"": 66043, ""notes"": ""Shows harvesting vegetables into basket, labeled 'airguitar'."", ""reason_codes"": [""wrong_concept""]}"
live:vocab:airport,airport,airport,vocab,live,07_vocab-pack,production_asset,public/assets/07_vocab-pack/img/airport.png,ART_REDO,"[""text_artifact""]","[""text_artifact""]",Text 'airport' rendered directly on the image.,,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-003.jpg,,"{""asset_id"": ""live:vocab:airport"", ""key"": ""airport"", ""concept"": ""airport"", ""source_bank"": ""07_vocab-pack"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/07_vocab-pack/img/airport.png"", ""expected_asset_type"": ""vocab_icon"", ""expected_background_mode"": ""icon_image"", ""expected_concept_word"": ""airport"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-003.jpg"", ""decision_source"": ""audit/visual-assets/decisions-vocab-001-075.jsonl"", ""sha256"": ""929ada8fa6e79df9a5568eae3c3e004cf3f8166db85ffe1a53cb336ab7d1947e"", ""bytes"": 66463, ""notes"": ""Text 'airport' rendered directly on the image."", ""reason_codes"": [""text_artifact""]}"
live:vocab:airport gate,airport gate,airport gate,vocab,live,07_vocab-pack,production_asset,public/assets/07_vocab-pack/img/gate.png,ART_REDO,"[""wrong_concept""]","[""wrong_concept""]",Shows farm wooden gate instead of airport boarding gate.,,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-003.jpg,,"{""asset_id"": ""live:vocab:airport gate"", ""key"": ""airport gate"", ""concept"": ""airport gate"", ""source_bank"": ""07_vocab-pack"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/07_vocab-pack/img/gate.png"", ""expected_asset_type"": ""vocab_icon"", ""expected_background_mode"": ""icon_image"", ""expected_concept_word"": ""airport gate"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-003.jpg"", ""decision_source"": ""audit/visual-assets/decisions-vocab-001-075.jsonl"", ""sha256"": ""ee6ba52efeadfc416d47f183a247beab864793ef1a5e9df8617e21f3ca03e93b"", ""bytes"": 26874, ""notes"": ""Shows farm wooden gate instead of airport boarding gate."", ""reason_codes"": [""wrong_concept""]}"
live:vocab:alarm-clock,alarm-clock,alarm clock,vocab,live,07_vocab-pack,production_asset,public/assets/07_vocab-pack/img/alarm-clock.png,ART_REDO,"[""bad_alpha"", ""generation_artifact""]","[""bad_alpha"", ""generation_artifact""]",Alarm clock has hollow ring face with missing hands and numbers.,,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-003.jpg,,"{""asset_id"": ""live:vocab:alarm-clock"", ""key"": ""alarm-clock"", ""concept"": ""alarm clock"", ""source_bank"": ""07_vocab-pack"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/07_vocab-pack/img/alarm-clock.png"", ""expected_asset_type"": ""vocab_icon"", ""expected_background_mode"": ""icon_image"", ""expected_concept_word"": ""alarm clock"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-003.jpg"", ""decision_source"": ""audit/visual-assets/decisions-vocab-001-075.jsonl"", ""sha256"": ""2c89080321571ce3f93da6d3710b297a4cf64c17d3317e4031c9f9116472a6e9"", ""bytes"": 38504, ""notes"": ""Alarm clock has hollow ring face with missing hands and numbers."", ""reason_codes"": [""bad_alpha"", ""generation_artifact""]}"
live:vocab:alight,alight,alight,vocab,live,07_vocab-pack,production_asset,public/assets/07_vocab-pack/img/alight.png,ART_REDO,"[""text_artifact""]","[""text_artifact""]",Text 'alight' rendered directly on the image.,,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-004.jpg,,"{""asset_id"": ""live:vocab:alight"", ""key"": ""alight"", ""concept"": ""alight"", ""source_bank"": ""07_vocab-pack"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/07_vocab-pack/img/alight.png"", ""expected_asset_type"": ""vocab_icon"", ""expected_background_mode"": ""icon_image"", ""expected_concept_word"": ""alight"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-004.jpg"", ""decision_source"": ""audit/visual-assets/decisions-vocab-001-075.jsonl"", ""sha256"": ""9dabbde5f6008424cc7f4856b560b92b5d89b7875bec81c2e000ea3048daec62"", ""bytes"": 61480, ""notes"": ""Text 'alight' rendered directly on the image."", ""reason_codes"": [""text_artifact""]}"
live:vocab:alter,alter,alter,vocab,live,07_vocab-pack,production_asset,public/assets/07_vocab-pack/img/alter.png,ART_REDO,"[""text_artifact""]","[""text_artifact""]",Text 'alter' rendered directly on the image.,,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-004.jpg,,"{""asset_id"": ""live:vocab:alter"", ""key"": ""alter"", ""concept"": ""alter"", ""source_bank"": ""07_vocab-pack"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/07_vocab-pack/img/alter.png"", ""expected_asset_type"": ""vocab_icon"", ""expected_background_mode"": ""icon_image"", ""expected_concept_word"": ""alter"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-004.jpg"", ""decision_source"": ""audit/visual-assets/decisions-vocab-001-075.jsonl"", ""sha256"": ""cd70fe722472a24b2eaae89c12261cd7493cc90c657d00c3fba213836911ba00"", ""bytes"": 51791, ""notes"": ""Text 'alter' rendered directly on the image."", ""reason_codes"": [""text_artifact""]}"
live:vocab:appear,appear,appear,vocab,live,07_vocab-pack,production_asset,public/assets/07_vocab-pack/img/appear.png,ART_REDO,"[""text_artifact""]","[""text_artifact""]",Text 'appear' rendered directly on the image.,,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-006.jpg,,"{""asset_id"": ""live:vocab:appear"", ""key"": ""appear"", ""concept"": ""appear"", ""source_bank"": ""07_vocab-pack"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/07_vocab-pack/img/appear.png"", ""expected_asset_type"": ""vocab_icon"", ""expected_background_mode"": ""icon_image"", ""expected_concept_word"": ""appear"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-006.jpg"", ""decision_source"": ""audit/visual-assets/decisions-vocab-001-075.jsonl"", ""sha256"": ""63bd7484ffffe32b5113714dfbbda26814e75bfc64fdb7e7b68a4427a6725ee6"", ""bytes"": 53552, ""notes"": ""Text 'appear' rendered directly on the image."", ""reason_codes"": [""text_artifact""]}"
live:vocab:appoint,appoint,appoint,vocab,live,07_vocab-pack,production_asset,public/assets/07_vocab-pack/img/appoint.png,ART_REDO,"[""text_artifact""]","[""text_artifact""]",Text 'appoint' rendered directly on the image.,,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-006.jpg,,"{""asset_id"": ""live:vocab:appoint"", ""key"": ""appoint"", ""concept"": ""appoint"", ""source_bank"": ""07_vocab-pack"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/07_vocab-pack/img/appoint.png"", ""expected_asset_type"": ""vocab_icon"", ""expected_background_mode"": ""icon_image"", ""expected_concept_word"": ""appoint"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-006.jpg"", ""decision_source"": ""audit/visual-assets/decisions-vocab-001-075.jsonl"", ""sha256"": ""8f59342a87503e5666952db46ac5c8acdec6f6766b52f115d22f3d82fc8268d6"", ""bytes"": 43877, ""notes"": ""Text 'appoint' rendered directly on the image."", ""reason_codes"": [""text_artifact""]}"
live:vocab:aspect,aspect,aspect,vocab,live,07_vocab-pack,production_asset,public/assets/07_vocab-pack/img/aspect.png,ART_REDO,"[""ambiguous_concept""]","[""ambiguous_concept""]",3D translucent cube; unreadable abstract representation for aspect.,,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-008.jpg,,"{""asset_id"": ""live:vocab:aspect"", ""key"": ""aspect"", ""concept"": ""aspect"", ""source_bank"": ""07_vocab-pack"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/07_vocab-pack/img/aspect.png"", ""expected_asset_type"": ""vocab_icon"", ""expected_background_mode"": ""icon_image"", ""expected_concept_word"": ""aspect"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-008.jpg"", ""decision_source"": ""audit/visual-assets/decisions-vocab-001-075.jsonl"", ""sha256"": ""cc2e3fb7787002349c52d857485d0b7d4942ca2b87638db4610bc1c9626b73a2"", ""bytes"": 69622, ""notes"": ""3D translucent cube; unreadable abstract representation for aspect."", ""reason_codes"": [""ambiguous_concept""]}"
live:vocab:awkward,awkward,awkward,vocab,live,07_vocab-pack,production_asset,public/assets/07_vocab-pack/img/awkward.png,ART_REDO,"[""text_artifact""]","[""text_artifact""]",Text 'awkward' rendered directly on the image.,,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-009.jpg,,"{""asset_id"": ""live:vocab:awkward"", ""key"": ""awkward"", ""concept"": ""awkward"", ""source_bank"": ""07_vocab-pack"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/07_vocab-pack/img/awkward.png"", ""expected_asset_type"": ""vocab_icon"", ""expected_background_mode"": ""icon_image"", ""expected_concept_word"": ""awkward"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-009.jpg"", ""decision_source"": ""audit/visual-assets/decisions-vocab-001-075.jsonl"", ""sha256"": ""0895d854200399630ee0e7335952897a05937f8ec9a17e3e8a38f71bef752787"", ""bytes"": 64108, ""notes"": ""Text 'awkward' rendered directly on the image."", ""reason_codes"": [""text_artifact""]}"
live:vocab:back,back,back,vocab,live,07_vocab-pack,production_asset,public/assets/07_vocab-pack/img/back.png,ART_REDO,"[""text_artifact""]","[""text_artifact""]",Text 'back' rendered directly on the image.,,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-010.jpg,,"{""asset_id"": ""live:vocab:back"", ""key"": ""back"", ""concept"": ""back"", ""source_bank"": ""07_vocab-pack"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/07_vocab-pack/img/back.png"", ""expected_asset_type"": ""vocab_icon"", ""expected_background_mode"": ""icon_image"", ""expected_concept_word"": ""back"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-010.jpg"", ""decision_source"": ""audit/visual-assets/decisions-vocab-001-075.jsonl"", ""sha256"": ""2e14d44b7da7fb520cfe0fdd13af9d9142a703ea64ebc1e8f028f2aedc1f94f6"", ""bytes"": 26302, ""notes"": ""Text 'back' rendered directly on the image."", ""reason_codes"": [""text_artifact""]}"
live:vocab:bagleaf,bagleaf,bagleaf,vocab,live,07_vocab-pack,production_asset,public/assets/07_vocab-pack/img/bagleaf.png,ART_REDO,"[""text_artifact""]","[""text_artifact""]",Text 'bagleaf' rendered directly on the image.,,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-010.jpg,,"{""asset_id"": ""live:vocab:bagleaf"", ""key"": ""bagleaf"", ""concept"": ""bagleaf"", ""source_bank"": ""07_vocab-pack"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/07_vocab-pack/img/bagleaf.png"", ""expected_asset_type"": ""vocab_icon"", ""expected_background_mode"": ""icon_image"", ""expected_concept_word"": ""bagleaf"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-010.jpg"", ""decision_source"": ""audit/visual-assets/decisions-vocab-001-075.jsonl"", ""sha256"": ""acba263a483be7fc5e850140dd584d1177213542640e4ba1757468dbbe046234"", ""bytes"": 51286, ""notes"": ""Text 'bagleaf' rendered directly on the image."", ""reason_codes"": [""text_artifact""]}"
live:vocab:bald,bald,bald,vocab,live,07_vocab-pack,production_asset,public/assets/07_vocab-pack/img/bald.png,ART_REDO,"[""text_artifact""]","[""text_artifact""]",Text 'bald' rendered directly on the image.,,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-011.jpg,,"{""asset_id"": ""live:vocab:bald"", ""key"": ""bald"", ""concept"": ""bald"", ""source_bank"": ""07_vocab-pack"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/07_vocab-pack/img/bald.png"", ""expected_asset_type"": ""vocab_icon"", ""expected_background_mode"": ""icon_image"", ""expected_concept_word"": ""bald"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-011.jpg"", ""decision_source"": ""audit/visual-assets/decisions-vocab-001-075.jsonl"", ""sha256"": ""5727c57cd5571dd88047e9a00ac79931d9f0754bf41e844c3b7ce8e9e04e270d"", ""bytes"": 57551, ""notes"": ""Text 'bald' rendered directly on the image."", ""reason_codes"": [""text_artifact""]}"
live:vocab:ban,ban,ban,vocab,live,07_vocab-pack,production_asset,public/assets/07_vocab-pack/img/ban.png,ART_REDO,"[""text_artifact""]","[""text_artifact""]",Text 'ban' rendered directly on the image.,,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-011.jpg,,"{""asset_id"": ""live:vocab:ban"", ""key"": ""ban"", ""concept"": ""ban"", ""source_bank"": ""07_vocab-pack"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/07_vocab-pack/img/ban.png"", ""expected_asset_type"": ""vocab_icon"", ""expected_background_mode"": ""icon_image"", ""expected_concept_word"": ""ban"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-011.jpg"", ""decision_source"": ""audit/visual-assets/decisions-vocab-001-075.jsonl"", ""sha256"": ""0297ce313c0598d2947df25d8cba7532d5146f517862287c98c1e545bb4c824f"", ""bytes"": 43352, ""notes"": ""Text 'ban' rendered directly on the image."", ""reason_codes"": [""text_artifact""]}"
live:vocab:bare,bare,bare,vocab,live,07_vocab-pack,production_asset,public/assets/07_vocab-pack/img/bare.png,ART_REDO,"[""text_artifact""]","[""text_artifact""]",Text 'bare' rendered directly on the image.,,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-012.jpg,,"{""asset_id"": ""live:vocab:bare"", ""key"": ""bare"", ""concept"": ""bare"", ""source_bank"": ""07_vocab-pack"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/07_vocab-pack/img/bare.png"", ""expected_asset_type"": ""vocab_icon"", ""expected_background_mode"": ""icon_image"", ""expected_concept_word"": ""bare"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-012.jpg"", ""decision_source"": ""audit/visual-assets/decisions-vocab-001-075.jsonl"", ""sha256"": ""90f8dca111951bebdb70d517de1449a5c0feb74a9d0ab625da7616a0c3281b48"", ""bytes"": 47817, ""notes"": ""Text 'bare' rendered directly on the image."", ""reason_codes"": [""text_artifact""]}"
