asset_id,key,concept,major_family,live_vs_raw_harvest,source_bank,source_role,path,final_disposition,final_reason_codes,reason_codes,notes,final_review_follow_up,reviewed_from,repair_evidence_sheet,source_provenance
live:vocab:queue,queue,queue,vocab,live,07_vocab-pack,production_asset,public/assets/07_vocab-pack/img/queue.png,PIPELINE_REBUILD,"[""edge_cutoff""]","[""edge_cutoff""]",Partial cropped figure slice floating on left border.,,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-155.jpg,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-155.jpg,"{""asset_id"": ""live:vocab:queue"", ""key"": ""queue"", ""concept"": ""queue"", ""source_bank"": ""07_vocab-pack"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/07_vocab-pack/img/queue.png"", ""expected_asset_type"": ""vocab_icon"", ""expected_background_mode"": ""icon_image"", ""expected_concept_word"": ""queue"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-155.jpg"", ""decision_source"": ""audit/visual-assets/decisions-vocab-151-225.jsonl"", ""sha256"": ""7cda1c8fee1d3962d14055da5f9abad9eff01b6f4a87f5a51a73480fe4fb6122"", ""bytes"": 60356, ""notes"": ""Partial cropped figure slice floating on left border."", ""reason_codes"": [""edge_cutoff""]}"
live:vocab:racial,racial,racial,vocab,live,07_vocab-pack,production_asset,public/assets/07_vocab-pack/img/racial.png,PIPELINE_REBUILD,"[""wrong_background_mode""]","[""wrong_background_mode""]",Abstract hands holding globe; awkward and abstract concept for early vocabulary.,,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-156.jpg,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-156.jpg,"{""asset_id"": ""live:vocab:racial"", ""key"": ""racial"", ""concept"": ""racial"", ""source_bank"": ""07_vocab-pack"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/07_vocab-pack/img/racial.png"", ""expected_asset_type"": ""vocab_icon"", ""expected_background_mode"": ""icon_image"", ""expected_concept_word"": ""racial"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-156.jpg"", ""decision_source"": ""audit/visual-assets/decisions-vocab-151-225.jsonl"", ""sha256"": ""4f3b7f2a60bf85287645c241e42f8320577f54a9657e544a414d174561594893"", ""bytes"": 83320, ""notes"": ""Abstract hands holding globe; awkward and abstract concept for early vocabulary."", ""reason_codes"": [""wrong_background_mode""]}"
live:vocab:ramen-bowl,ramen-bowl,ramen bowl,vocab,live,07_vocab-pack,production_asset,public/assets/07_vocab-pack/img/ramen-bowl.png,PIPELINE_REBUILD,"[""edge_cutoff""]","[""edge_cutoff""]",Severely clipped on left edge with empty canvas.,,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-157.jpg,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-157.jpg,"{""asset_id"": ""live:vocab:ramen-bowl"", ""key"": ""ramen-bowl"", ""concept"": ""ramen bowl"", ""source_bank"": ""07_vocab-pack"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/07_vocab-pack/img/ramen-bowl.png"", ""expected_asset_type"": ""vocab_icon"", ""expected_background_mode"": ""icon_image"", ""expected_concept_word"": ""ramen bowl"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-157.jpg"", ""decision_source"": ""audit/visual-assets/decisions-vocab-151-225.jsonl"", ""sha256"": ""e3126d5926149967b0fc12c0e349e1fee852f45c3a7d765c921e156b359aad37"", ""bytes"": 7012, ""notes"": ""Severely clipped on left edge with empty canvas."", ""reason_codes"": [""edge_cutoff""]}"
live:vocab:razor,razor,razor,vocab,live,07_vocab-pack,production_asset,public/assets/07_vocab-pack/img/razor.png,PIPELINE_REBUILD,"[""wrong_background_mode""]","[""wrong_background_mode""]",Depicts a toothbrush and toothpaste tube instead of a razor; wrong concept.,,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-157.jpg,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-157.jpg,"{""asset_id"": ""live:vocab:razor"", ""key"": ""razor"", ""concept"": ""razor"", ""source_bank"": ""07_vocab-pack"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/07_vocab-pack/img/razor.png"", ""expected_asset_type"": ""vocab_icon"", ""expected_background_mode"": ""icon_image"", ""expected_concept_word"": ""razor"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-157.jpg"", ""decision_source"": ""audit/visual-assets/decisions-vocab-151-225.jsonl"", ""sha256"": ""b9431218ec5cdf5aa103aeff7828b3144f7955cc21ba3e22abb26f97f57ccdaa"", ""bytes"": 24314, ""notes"": ""Depicts a toothbrush and toothpaste tube instead of a razor; wrong concept."", ""reason_codes"": [""wrong_background_mode""]}"
live:vocab:reality,reality,reality,vocab,live,07_vocab-pack,production_asset,public/assets/07_vocab-pack/img/reality.png,PIPELINE_REBUILD,"[""wrong_background_mode""]","[""wrong_background_mode""]",Mirror/window frame; unreadable abstraction for 'reality'.,,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-158.jpg,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-158.jpg,"{""asset_id"": ""live:vocab:reality"", ""key"": ""reality"", ""concept"": ""reality"", ""source_bank"": ""07_vocab-pack"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/07_vocab-pack/img/reality.png"", ""expected_asset_type"": ""vocab_icon"", ""expected_background_mode"": ""icon_image"", ""expected_concept_word"": ""reality"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-158.jpg"", ""decision_source"": ""audit/visual-assets/decisions-vocab-151-225.jsonl"", ""sha256"": ""b0e7fbd041882810118472ef443e897b9bf3546eea1646e33dcc7025fcebc20a"", ""bytes"": 66174, ""notes"": ""Mirror/window frame; unreadable abstraction for 'reality'."", ""reason_codes"": [""wrong_background_mode""]}"
live:vocab:recorder,recorder,recorder,vocab,live,07_vocab-pack,production_asset,public/assets/07_vocab-pack/img/recorder.png,PIPELINE_REBUILD,"[""edge_cutoff""]","[""edge_cutoff""]",Fragmented 4-quadrant layout with clipped musical instruments.,,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-158.jpg,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-158.jpg,"{""asset_id"": ""live:vocab:recorder"", ""key"": ""recorder"", ""concept"": ""recorder"", ""source_bank"": ""07_vocab-pack"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/07_vocab-pack/img/recorder.png"", ""expected_asset_type"": ""vocab_icon"", ""expected_background_mode"": ""icon_image"", ""expected_concept_word"": ""recorder"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-158.jpg"", ""decision_source"": ""audit/visual-assets/decisions-vocab-151-225.jsonl"", ""sha256"": ""e908df8a5f004f4d742bbc235d8a6cfcbd90fd6d92c4e48c08b7dfa94ef2aff4"", ""bytes"": 17361, ""notes"": ""Fragmented 4-quadrant layout with clipped musical instruments."", ""reason_codes"": [""edge_cutoff""]}"
live:vocab:remainder,remainder,remainder,vocab,live,07_vocab-pack,production_asset,public/assets/07_vocab-pack/img/remainder.png,PIPELINE_REBUILD,"[""wrong_background_mode""]","[""wrong_background_mode""]",Torn paper strip with dot; unreadable abstraction for children.,,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-160.jpg,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-160.jpg,"{""asset_id"": ""live:vocab:remainder"", ""key"": ""remainder"", ""concept"": ""remainder"", ""source_bank"": ""07_vocab-pack"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/07_vocab-pack/img/remainder.png"", ""expected_asset_type"": ""vocab_icon"", ""expected_background_mode"": ""icon_image"", ""expected_concept_word"": ""remainder"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-160.jpg"", ""decision_source"": ""audit/visual-assets/decisions-vocab-151-225.jsonl"", ""sha256"": ""72419a386c25c0e67178ccad3a91b7599b5cfa5399ccd0c8e217e849b190508e"", ""bytes"": 15598, ""notes"": ""Torn paper strip with dot; unreadable abstraction for children."", ""reason_codes"": [""wrong_background_mode""]}"
live:vocab:representative,representative,representative,vocab,live,07_vocab-pack,production_asset,public/assets/07_vocab-pack/img/representative.png,PIPELINE_REBUILD,"[""wrong_background_mode""]","[""wrong_background_mode""]",Briefcase and door tag; confusing abstract concept.,,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-161.jpg,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-161.jpg,"{""asset_id"": ""live:vocab:representative"", ""key"": ""representative"", ""concept"": ""representative"", ""source_bank"": ""07_vocab-pack"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/07_vocab-pack/img/representative.png"", ""expected_asset_type"": ""vocab_icon"", ""expected_background_mode"": ""icon_image"", ""expected_concept_word"": ""representative"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-161.jpg"", ""decision_source"": ""audit/visual-assets/decisions-vocab-151-225.jsonl"", ""sha256"": ""050c1d28f3c81528bf200db5934edbf0986f4e6485b65eff99d3d1af4a80d2a8"", ""bytes"": 44685, ""notes"": ""Briefcase and door tag; confusing abstract concept."", ""reason_codes"": [""wrong_background_mode""]}"
live:vocab:rib,rib,rib,vocab,live,07_vocab-pack,production_asset,public/assets/07_vocab-pack/img/rib.png,PIPELINE_REBUILD,"[""blank"", ""wrong_background_mode""]","[""blank"", ""wrong_background_mode""]",Faint thin curved line with arrow; unreadable / near-blank.,,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-162.jpg,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-162.jpg,"{""asset_id"": ""live:vocab:rib"", ""key"": ""rib"", ""concept"": ""rib"", ""source_bank"": ""07_vocab-pack"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/07_vocab-pack/img/rib.png"", ""expected_asset_type"": ""vocab_icon"", ""expected_background_mode"": ""icon_image"", ""expected_concept_word"": ""rib"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-162.jpg"", ""decision_source"": ""audit/visual-assets/decisions-vocab-151-225.jsonl"", ""sha256"": ""5b62f140e63ed4ce0be23035839fa14b91798e02254e49caab43ab11b07a3ca1"", ""bytes"": 11308, ""notes"": ""Faint thin curved line with arrow; unreadable / near-blank."", ""reason_codes"": [""blank"", ""wrong_background_mode""]}"
live:vocab:rice-bowl,rice-bowl,rice bowl,vocab,live,07_vocab-pack,production_asset,public/assets/07_vocab-pack/img/rice-bowl.png,PIPELINE_REBUILD,"[""exact_duplicate"", ""wrong_background_mode""]","[""exact_duplicate"", ""wrong_background_mode""]",Exact duplicate of comb; wrong concept for rice bowl.,,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-162.jpg,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-162.jpg,"{""asset_id"": ""live:vocab:rice-bowl"", ""key"": ""rice-bowl"", ""concept"": ""rice bowl"", ""source_bank"": ""07_vocab-pack"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/07_vocab-pack/img/rice-bowl.png"", ""expected_asset_type"": ""vocab_icon"", ""expected_background_mode"": ""icon_image"", ""expected_concept_word"": ""rice bowl"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-162.jpg"", ""decision_source"": ""audit/visual-assets/decisions-vocab-151-225.jsonl"", ""sha256"": ""4b00850d9e9c0f4aa78a337cdb8c1279cf289429cc73721d101f41ffa9f2ac8d"", ""bytes"": 23214, ""notes"": ""Exact duplicate of comb; wrong concept for rice bowl."", ""reason_codes"": [""exact_duplicate"", ""wrong_background_mode""]}"
live:vocab:rumor,rumor,rumor,vocab,live,07_vocab-pack,production_asset,public/assets/07_vocab-pack/img/rumor.png,PIPELINE_REBUILD,"[""wrong_background_mode""]","[""wrong_background_mode""]",Hands passing envelopes; unreadable abstract concept for kids.,,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-166.jpg,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-166.jpg,"{""asset_id"": ""live:vocab:rumor"", ""key"": ""rumor"", ""concept"": ""rumor"", ""source_bank"": ""07_vocab-pack"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/07_vocab-pack/img/rumor.png"", ""expected_asset_type"": ""vocab_icon"", ""expected_background_mode"": ""icon_image"", ""expected_concept_word"": ""rumor"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-166.jpg"", ""decision_source"": ""audit/visual-assets/decisions-vocab-151-225.jsonl"", ""sha256"": ""24b4582667a0e03f267847dfbbb21dc6e6bfc840ed7e3dd795b7a268b5954130"", ""bytes"": 43596, ""notes"": ""Hands passing envelopes; unreadable abstract concept for kids."", ""reason_codes"": [""wrong_background_mode""]}"
live:vocab:sake,sake,sake,vocab,live,07_vocab-pack,production_asset,public/assets/07_vocab-pack/img/sake.png,PIPELINE_REBUILD,"[""blank"", ""wrong_background_mode""]","[""blank"", ""wrong_background_mode""]",Faint pale shapes of bottle and cup; almost unreadable / near-blank.,,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-166.jpg,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-166.jpg,"{""asset_id"": ""live:vocab:sake"", ""key"": ""sake"", ""concept"": ""sake"", ""source_bank"": ""07_vocab-pack"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/07_vocab-pack/img/sake.png"", ""expected_asset_type"": ""vocab_icon"", ""expected_background_mode"": ""icon_image"", ""expected_concept_word"": ""sake"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-166.jpg"", ""decision_source"": ""audit/visual-assets/decisions-vocab-151-225.jsonl"", ""sha256"": ""ea3059542bd9990a496fb05dceba608add0cc88e177ee40b77fedbf71435dbbe"", ""bytes"": 12262, ""notes"": ""Faint pale shapes of bottle and cup; almost unreadable / near-blank."", ""reason_codes"": [""blank"", ""wrong_background_mode""]}"
live:vocab:sample,sample,sample,vocab,live,07_vocab-pack,production_asset,public/assets/07_vocab-pack/img/sample.png,PIPELINE_REBUILD,"[""blank""]","[""blank""]",Faint outline of empty beaker/jar; near-blank.,,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-167.jpg,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-167.jpg,"{""asset_id"": ""live:vocab:sample"", ""key"": ""sample"", ""concept"": ""sample"", ""source_bank"": ""07_vocab-pack"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/07_vocab-pack/img/sample.png"", ""expected_asset_type"": ""vocab_icon"", ""expected_background_mode"": ""icon_image"", ""expected_concept_word"": ""sample"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-167.jpg"", ""decision_source"": ""audit/visual-assets/decisions-vocab-151-225.jsonl"", ""sha256"": ""4203b2e24129a832a547d1016af9b3b46240a4aab0ba053c4e9ca0934a9a3755"", ""bytes"": 11768, ""notes"": ""Faint outline of empty beaker/jar; near-blank."", ""reason_codes"": [""blank""]}"
