asset_id,key,concept,major_family,live_vs_raw_harvest,source_bank,source_role,path,final_disposition,final_reason_codes,reason_codes,notes,final_review_follow_up,reviewed_from,repair_evidence_sheet,source_provenance
live:vocab:formula,formula,formula,vocab,live,07_vocab-pack,production_asset,public/assets/07_vocab-pack/img/formula.png,REVIEW,[],[],Beakers in box with split lines and floating panels above.,,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-079.jpg,,"{""asset_id"": ""live:vocab:formula"", ""key"": ""formula"", ""concept"": ""formula"", ""source_bank"": ""07_vocab-pack"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/07_vocab-pack/img/formula.png"", ""expected_asset_type"": ""vocab_icon"", ""expected_background_mode"": ""icon_image"", ""expected_concept_word"": ""formula"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-079.jpg"", ""decision_source"": ""audit/visual-assets/decisions-vocab-076-150.jsonl"", ""sha256"": ""73b5b64226362b4127ee200dd1be7cdf7891e73b7d4490cffd9a1abae1862e38"", ""bytes"": 22470, ""notes"": ""Beakers in box with split lines and floating panels above."", ""reason_codes"": []}"
live:vocab:fortnight,fortnight,fortnight,vocab,live,07_vocab-pack,production_asset,public/assets/07_vocab-pack/img/fortnight.png,REVIEW,[],[],Calendar with stray horizontal dividing line artifact above.,,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-079.jpg,,"{""asset_id"": ""live:vocab:fortnight"", ""key"": ""fortnight"", ""concept"": ""fortnight"", ""source_bank"": ""07_vocab-pack"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/07_vocab-pack/img/fortnight.png"", ""expected_asset_type"": ""vocab_icon"", ""expected_background_mode"": ""icon_image"", ""expected_concept_word"": ""fortnight"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-079.jpg"", ""decision_source"": ""audit/visual-assets/decisions-vocab-076-150.jsonl"", ""sha256"": ""158d6a030d18bc4ceaa52df8287ed073262b7c34daaddc1f2589c6152b822c77"", ""bytes"": 30951, ""notes"": ""Calendar with stray horizontal dividing line artifact above."", ""reason_codes"": []}"
live:vocab:gall,gall,gall,vocab,live,07_vocab-pack,production_asset,public/assets/07_vocab-pack/img/gall.png,REVIEW,[],[],"Split into horizontal sections with dividing line; root above, collar below.",,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-082.jpg,,"{""asset_id"": ""live:vocab:gall"", ""key"": ""gall"", ""concept"": ""gall"", ""source_bank"": ""07_vocab-pack"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/07_vocab-pack/img/gall.png"", ""expected_asset_type"": ""vocab_icon"", ""expected_background_mode"": ""icon_image"", ""expected_concept_word"": ""gall"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-082.jpg"", ""decision_source"": ""audit/visual-assets/decisions-vocab-076-150.jsonl"", ""sha256"": ""c8432e7dcfd81c8af684808896acfe5bc8da5c5c5e9cb5ac42f662a20bfab48c"", ""bytes"": 22486, ""notes"": ""Split into horizontal sections with dividing line; root above, collar below."", ""reason_codes"": []}"
live:vocab:gallon,gallon,gallon,vocab,live,07_vocab-pack,production_asset,public/assets/07_vocab-pack/img/gallon.png,REVIEW,[],[],Jug above split line with stray floating fragment below.,,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-082.jpg,,"{""asset_id"": ""live:vocab:gallon"", ""key"": ""gallon"", ""concept"": ""gallon"", ""source_bank"": ""07_vocab-pack"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/07_vocab-pack/img/gallon.png"", ""expected_asset_type"": ""vocab_icon"", ""expected_background_mode"": ""icon_image"", ""expected_concept_word"": ""gallon"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-082.jpg"", ""decision_source"": ""audit/visual-assets/decisions-vocab-076-150.jsonl"", ""sha256"": ""7c8110b326eafac2438cbac7b1c7c715a87dcfed0a9d2f8ead8d298973cbb340"", ""bytes"": 24302, ""notes"": ""Jug above split line with stray floating fragment below."", ""reason_codes"": []}"
live:vocab:gap,gap,gap,vocab,live,07_vocab-pack,production_asset,public/assets/07_vocab-pack/img/gap.png,REVIEW,[],[],"Fence with gap above line, floating severed coat below.",,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-082.jpg,,"{""asset_id"": ""live:vocab:gap"", ""key"": ""gap"", ""concept"": ""gap"", ""source_bank"": ""07_vocab-pack"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/07_vocab-pack/img/gap.png"", ""expected_asset_type"": ""vocab_icon"", ""expected_background_mode"": ""icon_image"", ""expected_concept_word"": ""gap"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-082.jpg"", ""decision_source"": ""audit/visual-assets/decisions-vocab-076-150.jsonl"", ""sha256"": ""5a4f8685473334cda4a099961adfd7250639ee25cfd8c9f2d2464863da5e21ee"", ""bytes"": 34006, ""notes"": ""Fence with gap above line, floating severed coat below."", ""reason_codes"": []}"
live:vocab:garment,garment,garment,vocab,live,07_vocab-pack,production_asset,public/assets/07_vocab-pack/img/garment.png,REVIEW,[],[],"T-shirts above dividing line, hat and cane below.",,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-082.jpg,,"{""asset_id"": ""live:vocab:garment"", ""key"": ""garment"", ""concept"": ""garment"", ""source_bank"": ""07_vocab-pack"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/07_vocab-pack/img/garment.png"", ""expected_asset_type"": ""vocab_icon"", ""expected_background_mode"": ""icon_image"", ""expected_concept_word"": ""garment"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-082.jpg"", ""decision_source"": ""audit/visual-assets/decisions-vocab-076-150.jsonl"", ""sha256"": ""c2c2f85059438df547bb1a6f1d34d9da2379d6f6beec1fa24e08ec02ae8cf4fc"", ""bytes"": 29884, ""notes"": ""T-shirts above dividing line, hat and cane below."", ""reason_codes"": []}"
live:vocab:gauze-roll,gauze-roll,gauze roll,vocab,live,07_vocab-pack,production_asset,public/assets/07_vocab-pack/img/gauze-roll.png,REVIEW,[],[],"Roll of gauze at top, stray floating blue clip artifact at bottom.",,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-083.jpg,,"{""asset_id"": ""live:vocab:gauze-roll"", ""key"": ""gauze-roll"", ""concept"": ""gauze roll"", ""source_bank"": ""07_vocab-pack"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/07_vocab-pack/img/gauze-roll.png"", ""expected_asset_type"": ""vocab_icon"", ""expected_background_mode"": ""icon_image"", ""expected_concept_word"": ""gauze roll"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-083.jpg"", ""decision_source"": ""audit/visual-assets/decisions-vocab-076-150.jsonl"", ""sha256"": ""7f0ce739dd001b300eb66876c01da1fa839ad81bf4f5e709e78439d9ddc8ee7e"", ""bytes"": 22417, ""notes"": ""Roll of gauze at top, stray floating blue clip artifact at bottom."", ""reason_codes"": []}"
live:vocab:gene,gene,gene,vocab,live,07_vocab-pack,production_asset,public/assets/07_vocab-pack/img/gene.png,REVIEW,[],[],"DNA helix above split line, globe below.",,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-083.jpg,,"{""asset_id"": ""live:vocab:gene"", ""key"": ""gene"", ""concept"": ""gene"", ""source_bank"": ""07_vocab-pack"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/07_vocab-pack/img/gene.png"", ""expected_asset_type"": ""vocab_icon"", ""expected_background_mode"": ""icon_image"", ""expected_concept_word"": ""gene"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-083.jpg"", ""decision_source"": ""audit/visual-assets/decisions-vocab-076-150.jsonl"", ""sha256"": ""e2e6d9038835744251dce57a7cbad4a357fd4f5f64ea21a64e3dcb26cd4f07b9"", ""bytes"": 31031, ""notes"": ""DNA helix above split line, globe below."", ""reason_codes"": []}"
live:vocab:general,general,general,vocab,live,07_vocab-pack,production_asset,public/assets/07_vocab-pack/img/general.png,REVIEW,[],[],"Military jacket above split line, outline hands below.",,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-083.jpg,,"{""asset_id"": ""live:vocab:general"", ""key"": ""general"", ""concept"": ""general"", ""source_bank"": ""07_vocab-pack"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/07_vocab-pack/img/general.png"", ""expected_asset_type"": ""vocab_icon"", ""expected_background_mode"": ""icon_image"", ""expected_concept_word"": ""general"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-083.jpg"", ""decision_source"": ""audit/visual-assets/decisions-vocab-076-150.jsonl"", ""sha256"": ""2a005e3d5451d9f58a2b3d6435239e4fe59f7efb0d423a7ee7a7bee8cb0095e6"", ""bytes"": 25548, ""notes"": ""Military jacket above split line, outline hands below."", ""reason_codes"": []}"
live:vocab:gentleman,gentleman,gentleman,vocab,live,07_vocab-pack,production_asset,public/assets/07_vocab-pack/img/gentleman.png,REVIEW,[],[],"Shoes and cane above split line, globe below.",,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-083.jpg,,"{""asset_id"": ""live:vocab:gentleman"", ""key"": ""gentleman"", ""concept"": ""gentleman"", ""source_bank"": ""07_vocab-pack"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/07_vocab-pack/img/gentleman.png"", ""expected_asset_type"": ""vocab_icon"", ""expected_background_mode"": ""icon_image"", ""expected_concept_word"": ""gentleman"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-083.jpg"", ""decision_source"": ""audit/visual-assets/decisions-vocab-076-150.jsonl"", ""sha256"": ""9338dd33a819ac434551991337fb0835b2f577d8e794da3bf739d9f809ad6f49"", ""bytes"": 35285, ""notes"": ""Shoes and cane above split line, globe below."", ""reason_codes"": []}"
live:vocab:geography,geography,geography,vocab,live,07_vocab-pack,production_asset,public/assets/07_vocab-pack/img/geography.png,REVIEW,[],[],"Floating fragments above split line, red t-shirt below.",,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-083.jpg,,"{""asset_id"": ""live:vocab:geography"", ""key"": ""geography"", ""concept"": ""geography"", ""source_bank"": ""07_vocab-pack"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/07_vocab-pack/img/geography.png"", ""expected_asset_type"": ""vocab_icon"", ""expected_background_mode"": ""icon_image"", ""expected_concept_word"": ""geography"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-083.jpg"", ""decision_source"": ""audit/visual-assets/decisions-vocab-076-150.jsonl"", ""sha256"": ""c0fe19bc2be3c116342e392045a8df39a01baf43e25ee04665ec9a6fdf006f2f"", ""bytes"": 26491, ""notes"": ""Floating fragments above split line, red t-shirt below."", ""reason_codes"": []}"
live:vocab:gesture,gesture,gesture,vocab,live,07_vocab-pack,production_asset,public/assets/07_vocab-pack/img/gesture.png,REVIEW,[],[],"Split line with floating lightbulb bottom, cutoff piece top.",,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-084.jpg,,"{""asset_id"": ""live:vocab:gesture"", ""key"": ""gesture"", ""concept"": ""gesture"", ""source_bank"": ""07_vocab-pack"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/07_vocab-pack/img/gesture.png"", ""expected_asset_type"": ""vocab_icon"", ""expected_background_mode"": ""icon_image"", ""expected_concept_word"": ""gesture"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-084.jpg"", ""decision_source"": ""audit/visual-assets/decisions-vocab-076-150.jsonl"", ""sha256"": ""0b436c3dba66a94c25c3cc39e4f24ba7a0fdfb4beff3c73a74e3d785e631672c"", ""bytes"": 18739, ""notes"": ""Split line with floating lightbulb bottom, cutoff piece top."", ""reason_codes"": []}"
live:vocab:gloves-latex,gloves-latex,gloves latex,vocab,live,07_vocab-pack,production_asset,public/assets/07_vocab-pack/img/gloves-latex.png,REVIEW,[],[],"Stray floating paper piece at top, latex gloves below.",,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-085.jpg,,"{""asset_id"": ""live:vocab:gloves-latex"", ""key"": ""gloves-latex"", ""concept"": ""gloves latex"", ""source_bank"": ""07_vocab-pack"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/07_vocab-pack/img/gloves-latex.png"", ""expected_asset_type"": ""vocab_icon"", ""expected_background_mode"": ""icon_image"", ""expected_concept_word"": ""gloves latex"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-085.jpg"", ""decision_source"": ""audit/visual-assets/decisions-vocab-076-150.jsonl"", ""sha256"": ""b67c44fc1f66d5655af77f93f54ae3afff1a2e095f1375c7d1979ad0b3c43ff4"", ""bytes"": 18479, ""notes"": ""Stray floating paper piece at top, latex gloves below."", ""reason_codes"": []}"
live:vocab:glue,glue,glue,vocab,live,07_vocab-pack,production_asset,public/assets/07_vocab-pack/img/glue.png,REVIEW,[],[],Tiny floating orange bottle cap only; rest of glue bottle missing.,,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-085.jpg,,"{""asset_id"": ""live:vocab:glue"", ""key"": ""glue"", ""concept"": ""glue"", ""source_bank"": ""07_vocab-pack"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/07_vocab-pack/img/glue.png"", ""expected_asset_type"": ""vocab_icon"", ""expected_background_mode"": ""icon_image"", ""expected_concept_word"": ""glue"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-085.jpg"", ""decision_source"": ""audit/visual-assets/decisions-vocab-076-150.jsonl"", ""sha256"": ""dc02b8313b1071f139bc61beabfd81099876b16f4b8426e0c184619df6a6bf89"", ""bytes"": 8147, ""notes"": ""Tiny floating orange bottle cap only; rest of glue bottle missing."", ""reason_codes"": []}"
live:vocab:guilt,guilt,guilt,vocab,live,07_vocab-pack,production_asset,public/assets/07_vocab-pack/img/guilt.png,REVIEW,[],[],Dark stone block with crumpled floating paper; unreadable abstraction.,,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-089.jpg,,"{""asset_id"": ""live:vocab:guilt"", ""key"": ""guilt"", ""concept"": ""guilt"", ""source_bank"": ""07_vocab-pack"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/07_vocab-pack/img/guilt.png"", ""expected_asset_type"": ""vocab_icon"", ""expected_background_mode"": ""icon_image"", ""expected_concept_word"": ""guilt"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-089.jpg"", ""decision_source"": ""audit/visual-assets/decisions-vocab-076-150.jsonl"", ""sha256"": ""1b0dd94f46798d71f5819f93b17affc68ff6cc73e5bdddf78eb26ca3e475837b"", ""bytes"": 56156, ""notes"": ""Dark stone block with crumpled floating paper; unreadable abstraction."", ""reason_codes"": []}"
live:vocab:guitarist,guitarist,guitarist,vocab,live,07_vocab-pack,production_asset,public/assets/07_vocab-pack/img/guitarist.png,REVIEW,[],[],Acoustic guitar with floating disconnected wood chips and artifacts.,,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-089.jpg,,"{""asset_id"": ""live:vocab:guitarist"", ""key"": ""guitarist"", ""concept"": ""guitarist"", ""source_bank"": ""07_vocab-pack"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/07_vocab-pack/img/guitarist.png"", ""expected_asset_type"": ""vocab_icon"", ""expected_background_mode"": ""icon_image"", ""expected_concept_word"": ""guitarist"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-089.jpg"", ""decision_source"": ""audit/visual-assets/decisions-vocab-076-150.jsonl"", ""sha256"": ""61370f85a697e5bd017dea076964f6d94458bc0f6ef32bc9c8271140bf476bf7"", ""bytes"": 28034, ""notes"": ""Acoustic guitar with floating disconnected wood chips and artifacts."", ""reason_codes"": []}"
