lesson_id,source,topic,title,level,duration,word,normalized_key,index_key,match_kind,on_board,tier,success,failure_reason,art_src
gen-002,generate-lesson,At the Dentist,At the Dentist,A2,60,appointment,appointment,appointment,exact,true,pack,true,,assets/07_vocab-pack/img/appointment.png
gen-002,generate-lesson,At the Dentist,At the Dentist,A2,60,toothpaste,toothpaste,toothpaste,exact,false,pack,true,,assets/07_vocab-pack/img/toothpaste.png
gen-002,generate-lesson,At the Dentist,At the Dentist,A2,60,rinse,rinse,rinse,exact,false,pack,true,,assets/07_vocab-pack/img/rinse.png
gen-002,generate-lesson,At the Dentist,At the Dentist,A2,60,healthy,healthy,healthy,exact,false,pack,true,,assets/07_vocab-pack/img/healthy.png
gen-002,generate-lesson,At the Dentist,At the Dentist,A2,60,mirror,mirror,mirror,exact,false,none,false,silent blank slot,
gen-002,generate-lesson,At the Dentist,At the Dentist,A2,60,check-up,check-up,,,false,none,false,no exact key,
gen-002,generate-lesson,At the Dentist,At the Dentist,A2,60,dentist chair,dentist-chair,chair,token,true,pack,true,,assets/07_vocab-pack/img/chair.png
gen-002,generate-lesson,At the Dentist,At the Dentist,A2,60,dental mirror,dental-mirror,dental-mirror,exact,false,prop,true,,assets/09_props/img/dental-mirror.png
gen-003,generate-lesson,Airport Adventure,Airport Adventure,B1,30,boarding pass,boarding-pass,boarding-pass,exact,true,pack,true,,assets/07_vocab-pack/img/boarding-pass.png
gen-003,generate-lesson,Airport Adventure,Airport Adventure,B1,30,security check,security-check,check,token,true,pack,true,,assets/07_vocab-pack/img/check.png
gen-003,generate-lesson,Airport Adventure,Airport Adventure,B1,30,departure board,departure-board,board,token,true,pack,true,,assets/07_vocab-pack/img/board.png
gen-003,generate-lesson,Airport Adventure,Airport Adventure,B1,30,luggage,luggage,luggage,exact,true,pack,true,,assets/07_vocab-pack/img/luggage.png
gen-003,generate-lesson,Airport Adventure,Airport Adventure,B1,30,gate,gate,gate,exact,true,pack,true,,assets/07_vocab-pack/img/gate.png
gen-003,generate-lesson,Airport Adventure,Airport Adventure,B1,30,take off,take-off,,,true,none,false,no exact key,
gen-003,generate-lesson,Airport Adventure,Airport Adventure,B1,30,check in,check-in,check-in,exact,false,pack,true,,assets/07_vocab-pack/img/check-in.png
gen-004,generate-lesson,Day at the Zoo,A Day at the Zoo,A1,60,lion,lion,lion,exact,true,prop,true,,assets/09_props/img/animal-lion.png
gen-004,generate-lesson,Day at the Zoo,A Day at the Zoo,A1,60,monkey,monkey,monkey,exact,true,prop,true,,assets/09_props/img/animal-monkey.png
gen-004,generate-lesson,Day at the Zoo,A Day at the Zoo,A1,60,giraffe,giraffe,giraffe,exact,true,prop,true,,assets/09_props/img/animal-giraffe.png
gen-004,generate-lesson,Day at the Zoo,A Day at the Zoo,A1,60,penguin,penguin,penguin,exact,true,pack,true,,assets/07_vocab-pack/img/penguin.png
gen-004,generate-lesson,Day at the Zoo,A Day at the Zoo,A1,60,zebra,zebra,zebra,exact,true,prop,true,,assets/09_props/img/animal-zebra.png
gen-004,generate-lesson,Day at the Zoo,A Day at the Zoo,A1,60,elephant,elephant,elephant,exact,true,prop,true,,assets/09_props/img/animal-elephant.png
gen-005,generate-lesson,Beach Day Fun,Beach Day Fun,A2,30,sandcastle,sandcastle,sandcastle,exact,true,prop,true,,assets/09_props/img/beach-sandcastle.png
gen-005,generate-lesson,Beach Day Fun,Beach Day Fun,A2,30,seashell,seashell,seashell,exact,true,prop,true,,assets/09_props/img/beach-seashell.png
gen-005,generate-lesson,Beach Day Fun,Beach Day Fun,A2,30,sunscreen,sunscreen,sunscreen,exact,true,prop,true,,assets/09_props/img/beach-sunscreen.png
gen-005,generate-lesson,Beach Day Fun,Beach Day Fun,A2,30,swimsuit,swimsuit,swimsuit,exact,true,prop,true,,assets/09_props/img/clothes-swimsuit.png
gen-005,generate-lesson,Beach Day Fun,Beach Day Fun,A2,30,towel,towel,towel,exact,true,prop,true,,assets/09_props/img/beach-towel.png
gen-005,generate-lesson,Beach Day Fun,Beach Day Fun,A2,30,waves,waves,wave,plural,true,prop,true,,assets/09_props/img/hair-long-blonde-wave.png
gen-005,generate-lesson,Beach Day Fun,Beach Day Fun,A2,30,bucket,bucket,bucket,exact,false,prop,true,,assets/09_props/img/beach-bucket.png
gen-006,generate-lesson,Morning at the Bakery,Morning at the Bakery,B1,60,pastry,pastry,pastry,exact,true,pack,true,,assets/07_vocab-pack/img/pastry.png
gen-006,generate-lesson,Morning at the Bakery,Morning at the Bakery,B1,60,oven,oven,oven,exact,true,pack,true,,assets/07_vocab-pack/img/oven.png
gen-006,generate-lesson,Morning at the Bakery,Morning at the Bakery,B1,60,dough,dough,dough,exact,true,pack,true,,assets/07_vocab-pack/img/dough.png
gen-006,generate-lesson,Morning at the Bakery,Morning at the Bakery,B1,60,flour,flour,flour,exact,true,pack,true,,assets/07_vocab-pack/img/flour.png
gen-006,generate-lesson,Morning at the Bakery,Morning at the Bakery,B1,60,customer,customer,customer,exact,true,pack,true,,assets/07_vocab-pack/img/customer.png
gen-006,generate-lesson,Morning at the Bakery,Morning at the Bakery,B1,60,apron,apron,apron,exact,true,prop,true,,assets/09_props/img/bake-apron.png
gen-006,generate-lesson,Morning at the Bakery,Morning at the Bakery,B1,60,whisk,whisk,whisk,exact,false,prop,true,,assets/09_props/img/bake-whisk.png
gen-006,generate-lesson,Morning at the Bakery,Morning at the Bakery,B1,60,recipe,recipe,recipe,exact,false,pack,true,,assets/07_vocab-pack/img/recipe.png
gen-006,generate-lesson,Morning at the Bakery,Morning at the Bakery,B1,60,yeast,yeast,yeast,exact,false,pack,true,,assets/07_vocab-pack/img/yeast.png
gen-006,generate-lesson,Morning at the Bakery,Morning at the Bakery,B1,60,tray,tray,tray,exact,false,prop,true,,assets/09_props/img/activity-tray.png
gen-006,generate-lesson,Morning at the Bakery,Morning at the Bakery,B1,60,knead,knead,knead,exact,false,pack,true,,assets/07_vocab-pack/img/knead.png
gen-006,generate-lesson,Morning at the Bakery,Morning at the Bakery,B1,60,bake,bake,bake,exact,false,pack,true,,assets/07_vocab-pack/img/bake.png
gen-007,generate-lesson,School Classroom,School Classroom,A1,30,desk,desk,desk,exact,true,prop,true,,assets/09_props/img/sch-desk.png
gen-007,generate-lesson,School Classroom,School Classroom,A1,30,pencil,pencil,pencil,exact,true,prop,true,,assets/09_props/img/school-pencil.png
gen-007,generate-lesson,School Classroom,School Classroom,A1,30,eraser,eraser,eraser,exact,true,prop,true,,assets/09_props/img/school-eraser.png
gen-007,generate-lesson,School Classroom,School Classroom,A1,30,book,book,book,exact,true,prop,true,,assets/09_props/img/sch-standing-book.png
gen-007,generate-lesson,School Classroom,School Classroom,A1,30,bag,bag,bag,exact,true,pack,true,,assets/07_vocab-pack/img/bag.png
gen-007,generate-lesson,School Classroom,School Classroom,A1,30,teacher,teacher,teacher,exact,true,prop,true,,assets/09_props/img/job-teacher.png
gen-008,generate-lesson,Parts of the Face,Parts of the Face,A2,60,eye,eye,eye,exact,true,pack,true,,assets/07_vocab-pack/img/eye.png
gen-008,generate-lesson,Parts of the Face,Parts of the Face,A2,60,nose,nose,nose,exact,true,pack,true,,assets/07_vocab-pack/img/nose.png
gen-008,generate-lesson,Parts of the Face,Parts of the Face,A2,60,mouth,mouth,mouth,exact,true,pack,true,,assets/07_vocab-pack/img/mouth.png
gen-008,generate-lesson,Parts of the Face,Parts of the Face,A2,60,ear,ear,ear,exact,true,pack,true,,assets/07_vocab-pack/img/ear.png
gen-008,generate-lesson,Parts of the Face,Parts of the Face,A2,60,cheek,cheek,cheek,exact,true,pack,true,,assets/07_vocab-pack/img/cheek.png
gen-008,generate-lesson,Parts of the Face,Parts of the Face,A2,60,chin,chin,chin,exact,true,pack,true,,assets/07_vocab-pack/img/chin.png
gen-008,generate-lesson,Parts of the Face,Parts of the Face,A2,60,forehead,forehead,forehead,exact,false,pack,true,,assets/07_vocab-pack/img/forehead.png
gen-008,generate-lesson,Parts of the Face,Parts of the Face,A2,60,eyebrow,eyebrow,eyebrow,exact,false,pack,true,,assets/07_vocab-pack/img/eyebrow.png
gen-008,generate-lesson,Parts of the Face,Parts of the Face,A2,60,eyelash,eyelash,eyelash,exact,false,pack,true,,assets/07_vocab-pack/img/eyelash.png
gen-008,generate-lesson,Parts of the Face,Parts of the Face,A2,60,lip,lip,lip,exact,false,pack,true,,assets/07_vocab-pack/img/lip.png
gen-008,generate-lesson,Parts of the Face,Parts of the Face,A2,60,tooth,tooth,tooth,exact,false,prop,true,,assets/09_props/img/cavity-tooth.png
gen-008,generate-lesson,Parts of the Face,Parts of the Face,A2,60,tongue,tongue,tongue,exact,false,pack,true,,assets/07_vocab-pack/img/tongue.png
gen-009,generate-lesson,Sports Day,Sports Day,B1,30,relay,relay,relay,exact,true,pack,true,,assets/07_vocab-pack/img/relay.png
gen-009,generate-lesson,Sports Day,Sports Day,B1,30,hurdle,hurdle,hurdle,exact,true,pack,true,,assets/07_vocab-pack/img/hurdle.png
gen-009,generate-lesson,Sports Day,Sports Day,B1,30,trophy,trophy,trophy,exact,true,prop,true,,assets/09_props/img/sports-trophy.png
gen-009,generate-lesson,Sports Day,Sports Day,B1,30,medal,medal,medal,exact,true,prop,true,,assets/09_props/img/sports-medal.png
gen-009,generate-lesson,Sports Day,Sports Day,B1,30,whistle,whistle,whistle,exact,true,prop,true,,assets/09_props/img/sports-whistle.png
gen-009,generate-lesson,Sports Day,Sports Day,B1,30,stadium,stadium,stadium,exact,true,prop,true,,assets/09_props/img/city-stadium.png
gen-009,generate-lesson,Sports Day,Sports Day,B1,30,cheer,cheer,cheer,exact,false,pack,true,,assets/07_vocab-pack/img/cheer.png
gen-010,generate-lesson,Train Station Trip,Train Station Trip,A1,60,train,train,train,exact,true,prop,true,,assets/09_props/img/transport-train.png
gen-010,generate-lesson,Train Station Trip,Train Station Trip,A1,60,ticket,ticket,ticket,exact,true,pack,true,,assets/07_vocab-pack/img/ticket.png
gen-010,generate-lesson,Train Station Trip,Train Station Trip,A1,60,platform,platform,platform,exact,true,pack,true,,assets/07_vocab-pack/img/platform.png
gen-010,generate-lesson,Train Station Trip,Train Station Trip,A1,60,suitcase,suitcase,suitcase,exact,true,prop,true,,assets/09_props/img/suitcase.png
gen-010,generate-lesson,Train Station Trip,Train Station Trip,A1,60,tracks,tracks,track,plural,true,prop,true,,assets/09_props/img/station-railway-track.png
gen-010,generate-lesson,Train Station Trip,Train Station Trip,A1,60,conductor,conductor,conductor,exact,true,prop,true,,assets/09_props/img/musician-conductor.png
gen-010,generate-lesson,Train Station Trip,Train Station Trip,A1,60,passenger,passenger,passenger,exact,false,pack,true,,assets/07_vocab-pack/img/passenger.png
gen-010,generate-lesson,Train Station Trip,Train Station Trip,A1,60,schedule,schedule,schedule,exact,false,pack,true,,assets/07_vocab-pack/img/schedule.png
gen-010,generate-lesson,Train Station Trip,Train Station Trip,A1,60,station,station,station,exact,false,prop,true,,assets/09_props/img/fire-station.png
gen-010,generate-lesson,Train Station Trip,Train Station Trip,A1,60,travel,travel,travel,exact,false,pack,true,,assets/07_vocab-pack/img/travel.png
gen-010,generate-lesson,Train Station Trip,Train Station Trip,A1,60,arrive,arrive,arrive,exact,false,pack,true,,assets/07_vocab-pack/img/arrive.png
gen-010,generate-lesson,Train Station Trip,Train Station Trip,A1,60,depart,depart,depart,exact,false,pack,true,,assets/07_vocab-pack/img/depart.png
gen-011,generate-lesson,Kitchen Helpers,Kitchen Helpers,A2,30,whisk,whisk,whisk,exact,true,prop,true,,assets/09_props/img/bake-whisk.png
gen-011,generate-lesson,Kitchen Helpers,Kitchen Helpers,A2,30,spatula,spatula,spatula,exact,true,prop,true,,assets/09_props/img/kitchen-spatula.png
gen-011,generate-lesson,Kitchen Helpers,Kitchen Helpers,A2,30,grater,grater,grater,exact,true,prop,true,,assets/09_props/img/kitchen-grater.png
gen-011,generate-lesson,Kitchen Helpers,Kitchen Helpers,A2,30,peeler,peeler,peeler,exact,true,pack,true,,assets/07_vocab-pack/img/peeler.png
gen-011,generate-lesson,Kitchen Helpers,Kitchen Helpers,A2,30,tongs,tongs,tongs,exact,true,prop,true,,assets/09_props/img/sci-tongs.png
gen-011,generate-lesson,Kitchen Helpers,Kitchen Helpers,A2,30,bowl,bowl,bowl,exact,true,prop,true,,assets/09_props/img/mixing-bowl.png
gen-012,generate-lesson,Farm Animals,A Day at the Farm,B1,60,chicken,chicken,chicken,exact,true,prop,true,,assets/09_props/img/animal-chicken.png
gen-012,generate-lesson,Farm Animals,A Day at the Farm,B1,60,cow,cow,cow,exact,true,prop,true,,assets/09_props/img/animal-cow.png
gen-012,generate-lesson,Farm Animals,A Day at the Farm,B1,60,sheep,sheep,sheep,exact,true,prop,true,,assets/09_props/img/animal-sheep.png
gen-012,generate-lesson,Farm Animals,A Day at the Farm,B1,60,horse,horse,horse,exact,true,prop,true,,assets/09_props/img/animal-horse.png
gen-012,generate-lesson,Farm Animals,A Day at the Farm,B1,60,pig,pig,pig,exact,true,prop,true,,assets/09_props/img/animal-pig.png
gen-012,generate-lesson,Farm Animals,A Day at the Farm,B1,60,duck,duck,duck,exact,true,prop,true,,assets/09_props/img/animal-duck.png
gen-013,generate-lesson,Weather Walk,Weather Walk,A1,30,sunny,sunny,sunny,exact,true,pack,true,,assets/07_vocab-pack/img/sunny.png
gen-013,generate-lesson,Weather Walk,Weather Walk,A1,30,rainy,rainy,rainy,exact,true,pack,true,,assets/07_vocab-pack/img/rainy.png
gen-013,generate-lesson,Weather Walk,Weather Walk,A1,30,windy,windy,windy,exact,true,pack,true,,assets/07_vocab-pack/img/windy.png
gen-013,generate-lesson,Weather Walk,Weather Walk,A1,30,cloudy,cloudy,cloudy,exact,true,prop,true,,assets/09_props/img/weather-partly-cloudy.png
gen-013,generate-lesson,Weather Walk,Weather Walk,A1,30,umbrella,umbrella,umbrella,exact,true,prop,true,,assets/09_props/img/weather-umbrella.png
gen-013,generate-lesson,Weather Walk,Weather Walk,A1,30,boots,boots,boots,exact,true,prop,true,,assets/09_props/img/winter-boots.png
gen-013,generate-lesson,Weather Walk,Weather Walk,A1,30,coat,coat,coat,exact,false,prop,true,,assets/09_props/img/clothes-coat.png
gen-014,generate-lesson,Supermarket Shopping,Supermarket Shopping,A2,60,cart,cart,shopping-cart,alias,true,prop,true,,assets/09_props/img/shop-shopping-cart.png
gen-014,generate-lesson,Supermarket Shopping,Supermarket Shopping,A2,60,aisle,aisle,aisle,exact,true,pack,true,,assets/07_vocab-pack/img/aisle.png
gen-014,generate-lesson,Supermarket Shopping,Supermarket Shopping,A2,60,cashier,cashier,cashier,exact,true,prop,true,,assets/09_props/img/job-cashier.png
gen-014,generate-lesson,Supermarket Shopping,Supermarket Shopping,A2,60,shelf,shelf,shelf,exact,true,prop,true,,assets/09_props/img/shop-shelf.png
gen-014,generate-lesson,Supermarket Shopping,Supermarket Shopping,A2,60,receipt,receipt,receipt,exact,true,prop,true,,assets/09_props/img/shop-receipt.png
gen-014,generate-lesson,Supermarket Shopping,Supermarket Shopping,A2,60,produce,produce,produce,exact,false,pack,true,,assets/07_vocab-pack/img/produce.png
gen-014,generate-lesson,Supermarket Shopping,Supermarket Shopping,A2,60,dairy,dairy,,,false,none,false,no exact key,
gen-014,generate-lesson,Supermarket Shopping,Supermarket Shopping,A2,60,frozen,frozen,frozen,exact,false,pack,true,,assets/07_vocab-pack/img/frozen.png
gen-014,generate-lesson,Supermarket Shopping,Supermarket Shopping,A2,60,bag,bag,bag,exact,false,pack,true,,assets/07_vocab-pack/img/bag.png
gen-014,generate-lesson,Supermarket Shopping,Supermarket Shopping,A2,60,price,price,price,exact,false,pack,true,,assets/07_vocab-pack/img/price.png
gen-014,generate-lesson,Supermarket Shopping,Supermarket Shopping,A2,60,checkout,checkout,checkout,exact,true,pack,true,,assets/07_vocab-pack/img/checkout.png
gen-014,generate-lesson,Supermarket Shopping,Supermarket Shopping,A2,60,snack,snack,snack,exact,false,pack,true,,assets/07_vocab-pack/img/snack.png
gen-015,generate-lesson,Hotel Stay,Hotel Stay,B1,30,reception,reception,reception,exact,true,pack,true,,assets/07_vocab-pack/img/reception.png
gen-015,generate-lesson,Hotel Stay,Hotel Stay,B1,30,reservation,reservation,reservation,exact,true,pack,true,,assets/07_vocab-pack/img/reservation.png
gen-015,generate-lesson,Hotel Stay,Hotel Stay,B1,30,keycard,keycard,keycard,exact,true,pack,true,,assets/07_vocab-pack/img/keycard.png
gen-015,generate-lesson,Hotel Stay,Hotel Stay,B1,30,checkout,checkout,checkout,exact,true,pack,true,,assets/07_vocab-pack/img/checkout.png
gen-015,generate-lesson,Hotel Stay,Hotel Stay,B1,30,luggage,luggage,luggage,exact,true,pack,true,,assets/07_vocab-pack/img/luggage.png
gen-015,generate-lesson,Hotel Stay,Hotel Stay,B1,30,amenities,amenities,amenities,exact,true,pack,true,,assets/07_vocab-pack/img/amenities.png
gen-015,generate-lesson,Hotel Stay,Hotel Stay,B1,30,vacate,vacate,,,false,none,false,no exact key,
gen-016,generate-lesson,Doctor Visit,A Visit to the Doctor,A1,60,doctor,doctor,doctor,exact,true,pack,true,,assets/07_vocab-pack/img/doctor.png
gen-016,generate-lesson,Doctor Visit,A Visit to the Doctor,A1,60,thermometer,thermometer,thermometer,exact,true,prop,true,,assets/09_props/img/thermometer.png
gen-016,generate-lesson,Doctor Visit,A Visit to the Doctor,A1,60,medicine,medicine,medicine,exact,true,pack,true,,assets/07_vocab-pack/img/medicine.png
gen-016,generate-lesson,Doctor Visit,A Visit to the Doctor,A1,60,bandage,bandage,bandage,exact,true,prop,true,,assets/09_props/img/aid-bandage.png
gen-016,generate-lesson,Doctor Visit,A Visit to the Doctor,A1,60,stomach,stomach,stomach,exact,false,pack,true,,assets/07_vocab-pack/img/stomach.png
gen-016,generate-lesson,Doctor Visit,A Visit to the Doctor,A1,60,healthy,healthy,healthy,exact,false,pack,true,,assets/07_vocab-pack/img/healthy.png
gen-016,generate-lesson,Doctor Visit,A Visit to the Doctor,A1,60,fever,fever,fever,exact,true,pack,true,,assets/07_vocab-pack/img/fever.png
gen-016,generate-lesson,Doctor Visit,A Visit to the Doctor,A1,60,cough,cough,cough,exact,false,pack,true,,assets/07_vocab-pack/img/cough.png
gen-016,generate-lesson,Doctor Visit,A Visit to the Doctor,A1,60,check-up,check-up,,,false,none,false,no exact key,
gen-016,generate-lesson,Doctor Visit,A Visit to the Doctor,A1,60,nurse,nurse,nurse,exact,false,pack,true,,assets/07_vocab-pack/img/nurse.png
gen-016,generate-lesson,Doctor Visit,A Visit to the Doctor,A1,60,wait,wait,wait,exact,false,pack,true,,assets/07_vocab-pack/img/wait.png
gen-016,generate-lesson,Doctor Visit,A Visit to the Doctor,A1,60,clinic,clinic,clinic,exact,true,pack,true,,assets/07_vocab-pack/img/clinic.png
gen-017,generate-lesson,Birthday Party,A Birthday Celebration,A2,30,balloon,balloon,balloon,exact,true,prop,true,,assets/09_props/img/party-balloon.png
gen-017,generate-lesson,Birthday Party,A Birthday Celebration,A2,30,cake,cake,cake,exact,true,pack,true,,assets/07_vocab-pack/img/cake.png
gen-017,generate-lesson,Birthday Party,A Birthday Celebration,A2,30,present,present,present,exact,true,pack,true,,assets/07_vocab-pack/img/present.png
gen-017,generate-lesson,Birthday Party,A Birthday Celebration,A2,30,candle,candle,candle,exact,true,pack,true,,assets/07_vocab-pack/img/candle.png
gen-017,generate-lesson,Birthday Party,A Birthday Celebration,A2,30,invitation,invitation,invitation,exact,true,prop,true,,assets/09_props/img/party-invitation.png
gen-017,generate-lesson,Birthday Party,A Birthday Celebration,A2,30,guest,guest,guest,exact,true,pack,true,,assets/07_vocab-pack/img/guest.png
gen-017,generate-lesson,Birthday Party,A Birthday Celebration,A2,30,celebrate,celebrate,celebrate,exact,false,pack,true,,assets/07_vocab-pack/img/celebrate.png
gen-018,generate-lesson,City Bus Ride,A Day on the City Bus,B1,60,bus,bus,bus,exact,true,prop,true,,assets/09_props/img/vehicle-city-bus.png
gen-018,generate-lesson,City Bus Ride,A Day on the City Bus,B1,60,passenger,passenger,passenger,exact,true,pack,true,,assets/07_vocab-pack/img/passenger.png
gen-018,generate-lesson,City Bus Ride,A Day on the City Bus,B1,60,stop,stop,stop,exact,true,prop,true,,assets/09_props/img/city-bus-stop.png
gen-018,generate-lesson,City Bus Ride,A Day on the City Bus,B1,60,route,route,route,exact,true,pack,true,,assets/07_vocab-pack/img/route.png
gen-018,generate-lesson,City Bus Ride,A Day on the City Bus,B1,60,driver,driver,driver,exact,true,prop,true,,assets/09_props/img/job-bus-driver.png
gen-018,generate-lesson,City Bus Ride,A Day on the City Bus,B1,60,fare,fare,fare,exact,true,pack,true,,assets/07_vocab-pack/img/fare.png
gen-018,generate-lesson,City Bus Ride,A Day on the City Bus,B1,60,commute,commute,commute,exact,false,pack,true,,assets/07_vocab-pack/img/commute.png
gen-018,generate-lesson,City Bus Ride,A Day on the City Bus,B1,60,seat,seat,seat,exact,false,none,false,silent blank slot,
gen-018,generate-lesson,City Bus Ride,A Day on the City Bus,B1,60,traffic,traffic,traffic,exact,false,pack,true,,assets/07_vocab-pack/img/traffic.png
gen-018,generate-lesson,City Bus Ride,A Day on the City Bus,B1,60,transit,transit,,,false,none,false,no exact key,
gen-018,generate-lesson,City Bus Ride,A Day on the City Bus,B1,60,schedule,schedule,schedule,exact,false,pack,true,,assets/07_vocab-pack/img/schedule.png
gen-018,generate-lesson,City Bus Ride,A Day on the City Bus,B1,60,ticket,ticket,ticket,exact,false,pack,true,,assets/07_vocab-pack/img/ticket.png
gen-018,generate-lesson,City Bus Ride,A Day on the City Bus,B1,60,driver-seat,driver-seat,,,false,none,false,no exact key,
gen-019,generate-lesson,Garden Growing,Garden Growing,A1,30,seeds,seeds,seed,plural,true,pack,true,,assets/07_vocab-pack/img/seed.png
gen-019,generate-lesson,Garden Growing,Garden Growing,A1,30,soil,soil,soil,exact,true,pack,true,,assets/07_vocab-pack/img/soil.png
gen-019,generate-lesson,Garden Growing,Garden Growing,A1,30,water,water,water,exact,true,pack,true,,assets/07_vocab-pack/img/water.png
gen-019,generate-lesson,Garden Growing,Garden Growing,A1,30,sunlight,sunlight,sunlight,exact,true,pack,true,,assets/07_vocab-pack/img/sunlight.png
gen-019,generate-lesson,Garden Growing,Garden Growing,A1,30,leaves,leaves,leave,plural,true,pack,true,,assets/07_vocab-pack/img/leave.png
gen-019,generate-lesson,Garden Growing,Garden Growing,A1,30,roots,roots,root,plural,true,pack,true,,assets/07_vocab-pack/img/root.png
gen-020,generate-lesson,Library Quiet Time,Library Quiet Time,A2,60,bookshelf,bookshelf,bookshelf,exact,true,prop,true,,assets/09_props/img/bookshelf.png
gen-020,generate-lesson,Library Quiet Time,Library Quiet Time,A2,60,librarian,librarian,librarian,exact,true,pack,true,,assets/07_vocab-pack/img/librarian.png
gen-020,generate-lesson,Library Quiet Time,Library Quiet Time,A2,60,whisper,whisper,whisper,exact,true,pack,true,,assets/07_vocab-pack/img/whisper.png
gen-020,generate-lesson,Library Quiet Time,Library Quiet Time,A2,60,aisle,aisle,aisle,exact,true,pack,true,,assets/07_vocab-pack/img/aisle.png
gen-020,generate-lesson,Library Quiet Time,Library Quiet Time,A2,60,bookmark,bookmark,bookmark,exact,true,pack,true,,assets/07_vocab-pack/img/bookmark.png
gen-020,generate-lesson,Library Quiet Time,Library Quiet Time,A2,60,silence,silence,silence,exact,false,pack,true,,assets/07_vocab-pack/img/silence.png
gen-020,generate-lesson,Library Quiet Time,Library Quiet Time,A2,60,fiction,fiction,fiction,exact,false,pack,true,,assets/07_vocab-pack/img/fiction.png
gen-020,generate-lesson,Library Quiet Time,Library Quiet Time,A2,60,nonfiction,nonfiction,,,false,none,false,no exact key,
gen-020,generate-lesson,Library Quiet Time,Library Quiet Time,A2,60,card,card,card,exact,false,none,false,silent blank slot,
gen-020,generate-lesson,Library Quiet Time,Library Quiet Time,A2,60,return,return,return,exact,false,pack,true,,assets/07_vocab-pack/img/return.png
gen-020,generate-lesson,Library Quiet Time,Library Quiet Time,A2,60,table,table,table,exact,false,prop,true,,assets/09_props/img/table.png
gen-020,generate-lesson,Library Quiet Time,Library Quiet Time,A2,60,magazine,magazine,magazine,exact,false,pack,true,,assets/07_vocab-pack/img/magazine.png
gen-020,generate-lesson,Library Quiet Time,Library Quiet Time,A2,60,library card,library-card,library-card,exact,true,pack,true,,assets/07_vocab-pack/img/library-card.png
gen-021,generate-lesson,Clothes Closet,Organizing My Clothes Closet,B1,30,hanger,hanger,hanger,exact,true,prop,true,,assets/09_props/img/shop-hanger.png
gen-021,generate-lesson,Clothes Closet,Organizing My Clothes Closet,B1,30,shelf,shelf,shelf,exact,true,prop,true,,assets/09_props/img/shop-shelf.png
